Two axis displacement sensor detected
Tareing....
time(us),power(pwm/255),position(deg),force(grams)
43851168,25,21.71,-1.09,14.50
43912220,25,21.71,-1.09,14.22
43973268,25,21.71,-1.09,14.40
44034340,25,21.71,-1.09,14.37
44095384,25,21.71,-1.09,14.40
44156452,25,21.71,-1.09,14.18
44217500,25,21.71,-1.09,14.35
44278548,25,21.71,-1.09,14.39
44339608,25,21.71,-1.09,14.32
44400664,25,21.71,-1.09,14.48
44461728,25,21.71,-1.09,14.52
44522788,25,21.71,-1.09,14.48
44583844,25,21.71,-1.09,14.54
44644908,25,21.71,-1.09,14.53
44705968,25,21.71,-1.09,14.61
44767012,25,21.71,-1.09,14.73
44828080,25,21.71,-1.09,14.75
44889136,25,21.71,-1.09,14.57
44950184,25,21.71,-1.09,14.60
45011256,25,21.71,-1.09,14.71
45072308,25,21.71,-1.09,14.61
45133368,25,21.71,-1.09,14.75
45194432,25,21.71,-1.09,14.77
45255484,25,22.24,-1.09,14.79
45316544,25,22.24,-1.09,14.75
45377592,25,22.24,-1.09,14.92
45438636,25,22.24,-1.09,14.79
45499704,25,22.24,-1.09,14.83
45560744,25,22.24,-1.09,14.96
45621804,25,22.24,-1.09,14.95
45682856,25,22.24,-1.09,14.88
45743904,25,22.24,-1.09,14.92
45804948,25,22.24,-1.09,14.89
45865996,25,22.24,-1.09,15.13
45927024,25,22.24,-1.09,15.15
45988068,25,22.24,-1.09,15.15
46049108,25,22.24,-1.09,15.17
46110160,25,22.24,-1.09,15.16
46171200,25,22.24,-1.09,15.17
46232232,25,22.24,-1.09,15.20
46293284,25,22.24,-1.09,15.20
46354324,25,22.24,-1.09,15.24
46415368,25,22.24,-1.09,15.21
46476404,25,22.24,-1.09,15.35
46537440,25,22.24,-1.09,15.36
46598484,25,22.24,-1.09,15.42
46659516,25,22.24,-1.09,15.21
46720560,25,22.24,-1.09,15.33
46781604,25,22.75,-1.09,15.37
46842648,25,22.75,-1.09,15.38
46903696,25,22.75,-1.09,15.39
46964724,25,22.75,-1.09,15.33
47025764,25,22.75,-1.09,15.53
47086820,25,22.75,-1.09,15.44
47147872,25,22.75,-1.09,15.41
47208936,25,22.75,-1.09,15.31
47269988,25,22.75,-1.09,15.58
47331040,25,22.75,-1.09,15.49
47392100,25,22.75,-1.09,15.62
47453152,25,22.75,0.80,15.44
47514204,25,22.75,3.01,15.46
47575272,25,22.75,1.80,15.52
47636304,25,22.75,-0.76,15.53
47697380,25,22.75,-1.47,15.41
47758440,25,22.75,-1.47,15.60
47819496,25,22.75,-0.93,15.59
47880560,25,22.75,-0.93,15.61
47941616,25,22.75,-0.93,15.59
48002668,25,22.75,-0.93,15.66
48063716,25,22.75,-0.93,15.66
48124748,25,22.75,-0.93,15.58
48185792,25,22.75,-0.93,15.64
48246832,25,22.75,-0.93,15.85
48307876,25,22.75,-0.93,15.65
48368932,25,22.75,-0.93,15.82
48429980,25,22.75,-0.93,15.73
48491036,25,22.75,-0.93,15.86
48552092,25,22.75,-0.93,15.69
48613136,25,23.27,-0.93,15.82
48674188,25,23.27,-0.93,15.80
48735248,25,23.27,-0.93,15.83
48796280,25,23.27,-0.93,15.90
48857332,25,23.27,-0.93,15.80
48918356,25,23.27,-0.93,15.82
48979404,25,23.27,-0.93,15.94
49040448,25,23.27,-0.93,15.89
49101488,25,23.27,-0.93,15.94
49162532,25,23.27,-0.93,15.84
49223576,25,23.27,-0.93,15.87
49284628,25,23.27,-0.93,16.06
49345660,25,23.27,-0.93,16.02
49406688,25,23.27,-0.93,15.93
49467736,25,23.27,-0.93,16.00
49528780,25,23.27,-0.93,15.99
49589828,25,23.27,-0.93,16.19
49650860,25,23.27,-0.93,16.25
49711892,25,23.27,-0.93,16.26
49772932,25,23.27,-0.93,16.16
49833968,25,23.27,-0.93,16.37
49895008,25,23.27,-0.93,16.24
49956064,25,23.27,-0.93,16.20
50017112,25,23.27,-0.93,16.31
50078156,25,23.27,-0.93,16.16
50139196,25,23.27,-0.93,16.29
50200236,25,23.27,-0.93,16.29
50261280,25,23.27,-0.93,16.21
50322316,25,23.27,-0.93,16.27
50383360,25,23.27,-0.93,16.34
50444400,25,23.78,-0.93,16.24
50505440,25,23.78,-0.93,16.50
50566484,25,23.78,-0.93,16.53
50627516,25,23.78,-0.93,16.32
50688564,25,23.78,-0.93,16.38
50749600,25,23.78,-0.93,16.34
50810624,25,23.78,-0.93,16.49
50871676,25,23.78,-0.93,16.50
50932704,25,23.78,-0.93,16.41
50993752,25,23.78,-0.93,16.50
51054796,25,23.78,-0.93,16.74
51115824,25,23.78,-0.93,16.56
51176872,25,23.78,-0.93,16.55
51237912,25,23.78,-0.93,16.63
51298952,25,23.78,-0.93,16.67
51360000,25,23.78,-0.93,16.54
51421040,25,23.78,-0.93,16.62
51482096,25,23.78,-0.93,16.66
51543152,25,23.78,-0.93,16.69
51604204,25,23.78,-0.93,16.63
51665256,25,23.78,-0.93,16.60
51726304,25,23.78,-0.93,16.77
51787368,25,23.78,-0.93,16.61
51848412,25,23.78,-0.93,16.75
51909464,25,23.78,-0.93,16.93
51970520,25,23.78,-0.93,16.93
52031576,25,23.78,-0.93,16.82
52092612,25,23.78,-0.93,16.82
52153672,25,23.78,-0.93,16.95
52214728,25,23.78,-0.93,16.97
52275788,25,23.78,-0.93,16.96
52336840,25,23.78,-0.93,17.02
52397880,25,24.30,-0.93,17.06
52458924,25,24.30,-0.93,17.02
52519964,25,24.30,-0.93,16.96
52580992,25,24.30,-0.93,17.11
52642028,25,24.30,-0.93,17.13
52703048,25,24.30,-0.93,16.98
52764092,25,24.30,-0.93,16.98
52825120,25,24.30,-0.93,17.19
52886144,25,24.30,-0.93,17.24
52947172,25,24.30,-0.93,17.14
53008200,25,24.30,-0.93,17.08
53069244,25,24.30,-0.93,17.13
53130284,25,24.30,-0.93,17.19
53191324,25,24.30,-0.93,17.15
53252372,25,24.30,-0.93,17.13
53313416,25,24.30,-0.93,17.25
53374468,25,24.30,-0.93,17.25
53435512,25,24.30,-0.93,17.41
53496552,25,24.30,-0.93,17.21
53557604,25,24.30,-0.93,17.39
53618644,25,24.30,-0.93,17.19
53679692,25,24.30,-0.93,17.28
53740732,25,24.30,-0.93,17.37
53801764,25,24.30,-0.93,17.30
53862816,25,24.30,-0.93,17.38
53923864,25,24.30,-0.93,17.31
53984876,25,24.30,0.83,17.40
54045912,25,24.30,3.18,17.28
54106956,25,24.30,2.05,17.41
54167988,25,24.30,-0.47,17.39
54229020,25,24.30,-1.16,17.48
54290040,25,24.30,-1.16,17.52
54351072,25,24.81,-1.16,17.64
54412104,25,24.81,-1.16,17.49
54473140,25,24.81,-1.16,17.48
54534176,25,24.81,-1.16,17.57
54595200,25,24.81,-1.16,17.62
54656240,25,24.81,-0.65,17.51
54717280,25,24.81,-0.65,17.67
54778340,25,24.81,-0.65,17.74
54839388,25,24.81,-0.65,17.66
54900436,25,24.81,-0.65,17.59
54961500,25,24.81,-0.65,17.58
55022564,25,24.81,-0.65,17.56
55083616,25,24.81,-0.65,17.56
55144676,25,24.81,-0.65,17.67
55205728,25,24.81,-0.65,17.55
55266784,25,24.81,-0.65,17.65
55327840,25,24.81,-0.65,17.69
55388888,25,24.81,-0.65,17.69
55449944,25,24.81,-0.65,17.66
55510976,25,24.81,-0.65,17.48
55572032,25,24.81,-0.65,17.65
55633072,25,24.81,-0.65,17.59
55694104,25,24.81,-0.65,17.72
55755152,25,24.81,-0.65,17.61
55816180,25,24.81,-0.65,17.72
55877224,25,24.81,-0.65,17.79
55938288,25,24.81,-0.65,17.74
55999340,25,24.81,-0.65,17.81
56060408,25,24.81,-0.65,17.75
56121460,25,24.81,-0.65,17.77
56182512,25,24.81,-0.65,17.72
56243568,25,24.81,-0.65,17.82
56304620,25,24.81,-0.65,17.83
56365672,25,24.81,-0.65,17.66
56426740,25,24.81,-0.65,17.86
56487784,25,24.81,-0.65,17.87
56548836,25,24.81,-0.65,17.75
56609872,25,24.81,-0.65,17.95
56670920,25,24.81,-0.65,18.03
56731960,25,24.81,-0.65,18.04
56792996,25,25.33,-0.65,17.95
56854056,25,25.33,-0.65,17.90
56915096,25,25.33,-0.65,17.90
56976120,25,25.33,-0.65,17.97
57037172,25,25.33,-0.65,17.97
57098204,25,25.33,-0.65,18.01
57159240,25,25.33,-0.65,17.89
57220288,25,25.33,-0.65,18.02
57281316,25,25.33,-0.65,18.03
57342360,25,25.33,-0.65,18.05
57403400,25,25.33,-0.65,17.95
57464436,25,25.33,-0.65,18.17
57525464,25,25.33,-0.65,18.12
57586484,25,25.33,-0.65,18.20
57647524,25,25.33,-0.65,18.00
57708576,25,25.33,-0.65,18.01
57769592,25,25.33,-0.65,18.13
57830628,25,25.33,-0.65,17.95
57891660,25,25.33,-0.65,18.00
57952684,25,25.33,-0.65,18.10
58013732,25,25.33,-0.65,18.08
58074788,25,25.33,-0.65,18.13
58135848,25,25.33,-0.65,18.12
58196892,25,25.33,-0.65,18.29
58257964,25,25.33,-0.65,18.16
58319028,25,25.33,-0.65,18.17
58380080,25,25.85,-0.65,18.24
58441140,25,25.85,-0.65,18.26
58502204,25,25.85,1.12,18.23
58563240,25,25.85,3.38,18.33
58624324,25,25.85,2.21,18.26
58685372,25,25.85,-0.40,18.20
58746432,25,25.85,-1.16,18.37
58807500,25,25.85,-1.16,18.15
58868552,25,25.85,-0.61,18.43
58929616,25,25.85,-0.61,18.32
58990676,25,25.85,-0.61,18.43
59051728,25,25.85,-0.61,18.30
59112800,25,25.85,-0.61,18.40
59173852,25,25.85,-0.61,18.48
59234912,25,25.85,-0.61,18.37
59295976,25,25.85,-0.61,18.50
59357036,25,25.85,-0.61,18.68
59418108,25,25.85,-0.61,18.40
59479172,25,25.85,-0.61,18.51
59540216,25,25.85,-0.61,18.42
59601284,25,25.85,-0.61,18.46
59662344,25,25.85,-0.61,18.46
59723396,25,25.85,-0.61,18.51
59784456,25,25.85,-0.61,18.68
59845520,25,25.85,-0.61,18.50
59906576,25,25.85,-0.61,18.68
59967644,25,25.85,-0.61,18.68
60028696,25,25.85,-0.61,18.70
60089752,25,25.85,-0.61,18.58
60150816,25,25.85,-0.61,18.68
60211864,25,26.38,-0.61,18.72
60272920,25,26.38,-0.61,18.64
60333976,25,26.38,-0.61,18.78
60395044,25,26.38,-0.61,18.54
60456104,25,26.38,-0.61,18.65
60517152,25,26.38,-0.61,18.58
60578212,25,26.38,-0.61,18.60
60639276,25,26.38,-0.61,18.71
60700328,25,26.38,-0.61,18.82
60761396,25,26.38,-0.61,18.77
60822452,25,26.38,-0.61,18.93
60883520,25,26.38,-0.61,18.92
60944584,25,26.38,-0.61,18.87
61005636,25,26.38,-0.61,18.83
61066700,25,26.38,-0.61,18.88
61127764,25,26.38,-0.61,18.93
61188812,25,26.38,-0.61,18.98
61249876,25,26.38,-0.61,18.87
61310924,25,26.38,-0.61,18.75
61371988,25,26.38,-0.61,18.91
61433052,25,26.38,-0.61,19.00
61494108,25,26.38,-0.61,19.10
61555172,25,26.38,-0.61,19.01
61616224,25,26.38,-0.61,19.04
61677272,25,26.38,-0.61,19.00
61738344,25,26.38,-0.61,19.03
61799388,25,26.38,-0.61,19.13
61860448,25,26.38,-0.61,19.04
61921520,25,26.38,-0.61,19.02
61982572,25,26.38,-0.61,19.18
62043640,25,26.38,-0.61,19.11
62104700,25,26.38,-0.61,19.11
62165736,25,26.38,-0.61,19.13
62226804,25,26.38,-0.61,18.95
62287852,25,26.38,-0.61,19.11
62348896,25,26.93,-0.61,19.20
62409952,25,26.93,-0.61,19.32
62470988,25,26.93,-0.61,19.07
62532036,25,26.93,-0.61,19.21
62593076,25,26.93,-0.61,19.15
62654116,25,26.93,-0.61,19.16
62715172,25,26.93,-0.61,19.24
62776208,25,26.93,-0.61,19.14
62837256,25,26.93,-0.61,19.34
62898296,25,26.93,-0.61,19.19
62959332,25,26.93,-0.61,19.33
63020384,25,26.93,-0.61,19.30
63081428,25,26.93,-0.61,19.34
63142496,25,26.93,-0.61,19.30
63203564,25,26.93,-0.61,19.18
63264620,25,26.93,-0.61,19.40
63325688,25,26.93,-0.61,19.40
63386744,25,26.93,-0.61,19.35
63447796,25,26.93,-0.61,19.42
63508868,25,26.93,-0.61,19.27
63569932,25,26.93,-0.61,19.42
63630976,25,26.93,-0.61,19.30
63692032,25,27.45,-0.61,19.38
63753076,25,27.45,-0.61,19.46
63814132,25,27.45,-0.61,19.42
63875180,25,27.45,-0.61,19.46
63936220,25,27.45,-0.61,19.41
63997276,25,27.45,-0.61,19.38
64058328,25,27.45,-0.61,19.42
64119376,25,27.45,-0.61,19.43
64180424,25,27.45,-0.61,19.51
64241464,25,27.45,-0.61,19.47
64302520,25,27.45,-0.61,19.34
64363564,25,27.45,-0.61,19.56
64424604,25,27.45,-0.61,19.44
64485660,25,27.45,-0.61,19.44
64546692,25,27.45,-0.61,19.48
64607752,25,27.45,-0.61,19.51
64668792,25,27.45,-0.61,19.54
64729836,25,27.45,-0.61,19.66
64790884,25,27.45,-0.61,19.65
64851932,25,27.45,-0.61,19.61
64912976,25,27.45,-0.61,19.69
64974024,25,27.45,-0.61,19.71
65035064,25,27.45,-0.61,19.63
65096116,25,27.45,-0.61,19.66
65157164,25,27.45,-0.61,19.72
65218208,25,27.45,-0.61,19.66
65279256,25,27.45,-0.61,19.72
65340296,25,27.45,-0.61,19.68
65401352,25,27.45,-0.61,19.63
65462396,25,27.45,-0.61,19.66
65523436,25,27.45,-0.61,19.77
65584488,25,27.45,-0.61,19.77
65645516,25,27.45,-0.61,19.89
65706556,25,27.45,-0.61,19.75
65767584,25,27.45,-0.61,19.67
65828616,25,27.45,-0.61,19.83
65889648,25,27.45,-0.61,19.90
65950680,25,27.97,-0.61,19.73
66011732,25,27.97,-0.61,19.80
66072780,25,27.97,-0.61,19.85
66133824,25,27.97,-0.61,19.93
66194888,25,27.97,-0.61,19.98
66255952,25,27.97,-0.61,19.92
66317004,25,27.97,-0.61,19.79
66378068,25,27.97,-0.61,19.82
66439108,25,27.97,-0.61,19.81
66500168,25,27.97,-0.61,19.82
66561228,25,27.97,-0.61,19.85
66622280,25,27.97,-0.61,20.10
66683336,25,27.97,-0.61,19.96
66744400,25,27.97,-0.61,20.02
66805436,25,27.97,-0.61,19.82
66866504,25,27.97,-0.61,20.08
66927552,25,27.97,-0.61,20.03
66988608,25,27.97,-0.61,20.12
67049668,25,27.97,-0.61,19.92
67110720,25,27.97,-0.61,20.19
67171780,25,27.97,-0.61,20.16
67232824,25,27.97,-0.61,20.09
67293880,25,27.97,-0.61,20.08
67354940,25,27.97,-0.61,19.93
67416000,25,27.97,-0.61,20.20
67477044,25,27.97,-0.61,20.03
67538100,25,28.49,-0.61,20.18
67599148,25,28.49,-0.61,20.20
67660212,25,28.49,-0.01,20.33
67721252,25,28.49,-0.01,20.36
67782300,25,28.49,-0.01,20.31
67843364,25,28.49,-0.01,20.34
67904408,25,28.49,-0.01,20.34
67965472,25,28.49,-0.01,20.27
68026520,25,28.49,-0.01,20.18
68087572,25,28.49,-0.01,20.32
68148620,25,28.49,-0.01,20.34
68209680,25,28.49,-0.01,20.46
68270724,25,28.49,-0.01,20.53
68331772,25,28.49,-0.01,20.50
68392824,25,28.49,-0.01,20.58
68453884,25,28.49,-0.01,20.48
68514936,25,28.49,-0.01,20.51
68575976,25,28.49,-0.01,20.63
68637040,25,28.49,-0.01,20.52
68698084,25,28.49,-0.01,20.59
68759140,25,28.49,-0.01,20.56
68820200,25,28.49,-0.01,20.55
68881244,25,28.49,-0.01,20.65
68942308,25,28.49,-0.01,20.55
69003352,25,28.49,-0.01,20.57
69064388,25,28.49,-0.01,20.51
69125432,25,28.49,-0.01,20.60
69186468,25,28.49,-0.01,20.66
69247504,25,28.49,-0.01,20.57
69308548,25,28.49,-0.01,20.71
69369584,25,28.49,-0.01,20.61
69430632,25,28.49,-0.01,20.51
69491668,25,28.49,-0.01,20.67
69552712,25,28.49,1.39,20.61
69613748,25,28.49,3.68,20.61
69674796,25,28.49,2.54,20.57
69735848,25,28.49,0.04,20.49
69796872,25,28.49,-0.68,20.56
69857912,25,28.49,-0.68,20.67
69918964,25,28.49,-0.68,20.63
69979996,25,28.99,-0.68,20.81
70041044,25,28.99,-0.68,20.68
70102084,25,28.99,-0.68,20.67
70163116,25,28.99,-0.68,20.68
70224168,25,28.99,-0.68,20.81
70285188,25,28.99,-0.68,20.79
70346240,25,28.99,-0.68,20.80
70407280,25,28.99,-0.68,20.75
70468320,25,28.99,-0.68,20.78
70529376,25,28.99,-0.68,20.89
70590428,25,28.99,-0.68,20.80
70651488,25,28.99,-0.68,20.76
70712536,25,28.99,-0.68,20.77
70773592,25,28.99,-0.68,20.76
70834652,25,28.99,-0.68,20.77
70895700,25,28.99,-0.68,20.83
70956752,25,28.99,-0.68,20.80
71017808,25,28.99,-0.05,20.88
71078856,25,28.99,-0.05,20.77
71139908,25,28.99,-0.05,20.83
71200964,25,28.99,-0.05,20.92
71262004,25,28.99,-0.05,20.85
71323072,25,28.99,-0.05,20.71
71384116,25,28.99,-0.05,20.81
71445176,25,28.99,-0.05,20.93
71506232,25,28.99,-0.05,20.79
71567284,25,28.99,-0.05,20.84
71628340,25,28.99,-0.05,20.89
71689400,25,28.99,-0.05,20.81
71750444,25,28.99,-0.05,20.87
71811512,25,28.99,-0.05,20.86
71872564,25,28.99,-0.05,20.90
71933616,25,28.99,-0.05,20.95
71994664,25,28.99,-0.05,20.83
72055692,25,28.99,-0.05,20.97
72116740,25,29.51,-0.05,20.80
72177768,25,29.51,-0.05,20.69
72238804,25,29.51,-0.05,20.88
72299852,25,29.51,-0.05,20.84
72360884,25,29.51,-0.05,21.00
72421936,25,29.51,-0.05,20.85
72482968,25,29.51,-0.05,20.82
72544004,25,29.51,-0.05,20.97
72605052,25,29.51,-0.05,20.88
72666104,25,29.51,-0.05,20.94
72727152,25,29.51,-0.05,21.05
72788208,25,29.51,-0.05,20.74
72849260,25,29.51,-0.05,20.95
72910324,25,29.51,-0.05,21.08
72971376,25,29.51,-0.05,21.02
73032420,25,29.51,-0.05,20.86
73093484,25,29.51,-0.05,21.17
73154528,25,29.51,-0.05,21.10
73215588,25,29.51,-0.05,21.01
73276628,25,29.51,-0.05,20.99
73337676,25,29.51,-0.05,20.96
73398720,25,29.51,-0.05,21.05
73459748,25,29.51,-0.05,21.02
73520784,25,29.51,-0.05,21.07
73581832,25,29.51,-0.05,21.03
73642868,25,29.51,-0.05,21.12
73703908,25,29.51,-0.05,21.31
73764948,25,29.51,-0.05,21.09
73825984,25,29.51,-0.05,21.19

























































133887952,38,25.45,-0.05,0.05
133943996,38,14.34,-1.00,-0.20
134005060,38,6.55,-1.50,0.05
134066100,38,5.91,-1.50,-0.16
134127176,38,7.30,-1.50,-0.00
134188240,38,8.01,-1.50,0.09
134249276,38,8.01,-1.50,-0.11
134310344,38,8.01,-1.50,-0.09
134371392,38,8.01,-1.50,-0.03
134432432,38,8.01,-1.50,-0.03
134493472,38,8.01,-1.50,-0.06
134554508,38,8.01,-1.50,-0.23
134615552,38,8.51,-1.50,-0.12
134676604,38,8.51,0.29,-0.03
134737636,38,8.51,2.52,-0.13
134798692,38,8.51,1.47,-0.07
134859716,38,8.51,-0.98,0.08
134920772,38,8.51,-1.73,-0.16
134981824,38,9.04,-1.73,-0.14
135042856,38,9.04,-1.73,0.06
135103900,38,9.04,-1.73,-0.01
135164956,38,9.04,-1.73,0.10
135225984,38,9.04,-1.73,0.02
135287028,38,9.04,-1.20,-0.00
135348072,38,9.04,-1.20,-0.02
135409128,38,9.62,-1.20,0.08
135470176,38,9.62,-1.20,0.09
135531220,38,9.62,-1.20,-0.16
135592300,38,9.62,-1.20,0.15
135653340,38,10.18,-1.20,0.13
135714408,38,10.18,-1.20,0.06
135775468,38,10.18,-1.20,0.04
135836520,38,10.18,-1.20,-0.00
135897580,38,10.18,-1.20,0.03
135958640,38,10.18,-1.20,-0.03
136019696,38,10.80,-1.20,0.15
136080764,38,10.80,-1.20,0.13
136141808,38,10.80,-1.20,0.12
136202868,38,10.80,-1.20,-0.02
136263940,38,10.80,-1.20,-0.02
136324988,38,10.80,-1.20,0.01
136386052,38,11.32,-1.20,0.04
136447100,38,11.32,-1.20,-0.11
136508140,38,11.32,-1.20,-0.00
136569180,38,11.32,-1.20,0.00
136630144,38,11.83,-1.20,-0.10
136691268,38,11.83,-1.20,-0.00
136752308,38,11.83,-1.20,0.03
136813336,38,11.83,-1.20,-0.27
136874400,38,11.83,-1.20,-0.00
136935428,38,11.83,-1.20,0.12
136996464,38,12.48,-1.20,-0.09
137057528,38,12.48,-1.20,-0.10
137118560,38,12.48,-1.20,-0.17
137179600,38,12.48,-1.20,-0.07
137240644,38,12.48,-1.20,-0.07
137301700,38,13.05,-1.20,0.03
137362756,38,13.05,-1.20,0.10
137423812,38,13.05,-1.20,-0.06
137484880,38,13.62,-1.20,-0.15
137545944,38,13.62,-1.20,0.09
137606984,38,13.62,-1.20,-0.17
137668052,38,13.62,-1.20,-0.08
137729108,38,14.22,-1.20,0.04
137790132,38,14.22,-1.20,-0.04
137851184,38,14.22,0.57,-0.04
137912212,38,14.22,2.89,-0.10
137973268,38,14.79,1.74,-0.12
138034308,38,14.79,-0.77,0.01
138095352,38,14.79,-1.40,-0.04
138156400,38,14.79,-1.40,-0.14
138217440,38,15.50,-0.90,-0.15
138278488,38,15.50,-0.90,0.00
138339512,38,15.50,-0.90,0.05
138400564,38,15.50,-0.90,-0.18
138461616,38,16.29,-0.90,0.03
138522652,38,16.29,-0.90,0.03
138583684,38,16.29,-0.90,0.56
138644740,38,16.29,-0.90,0.48
138705780,38,16.84,-0.90,0.75
138766820,38,16.84,-0.90,1.11
138827856,38,16.84,-0.90,1.34
138888896,38,16.84,-0.90,1.59
138949948,38,16.84,-0.90,1.82
139010976,38,16.84,-0.90,2.11
139072032,38,16.84,-0.90,2.32
139133068,38,16.84,-0.90,2.60
139194104,38,16.84,-0.90,2.74
139255148,38,17.48,-0.90,2.87
139316188,38,17.48,-0.90,3.34
139377228,38,17.48,-0.90,3.50
139438276,38,17.48,-0.90,3.71
139499304,38,17.48,-0.90,4.15
139560348,38,17.48,-0.90,4.25
139621396,38,17.48,-0.90,4.60
139682432,38,18.02,-0.90,4.75
139743476,38,18.02,-0.90,4.81
139804508,38,18.02,-0.90,5.08
139865564,38,18.02,-0.90,5.27
139926608,38,18.02,-0.90,5.57
139987644,38,18.02,-0.90,5.69
140048688,38,18.02,-0.90,5.95
140109728,38,18.02,-0.90,6.36
140170772,38,18.61,-0.90,6.53
140231820,38,18.61,-0.90,6.74
140292848,38,18.61,-0.90,6.98
140353908,38,18.61,-0.90,7.08
140414932,38,18.61,-0.90,7.52
140475968,38,18.61,-0.90,7.62
140536992,38,19.25,-0.90,7.83
140598012,38,19.25,-0.90,8.29
140659044,38,19.25,-0.90,8.41
140720064,38,19.25,-0.90,8.63
140781104,38,19.25,-0.90,8.85
140842136,38,19.25,-0.90,8.96
140903156,38,19.25,-0.90,9.33
140964184,38,19.77,-0.90,9.36
141025208,38,19.77,-0.90,9.57
141086244,38,19.77,-0.90,10.11
141147272,38,19.77,-0.90,10.09
141208292,38,19.77,-0.90,10.40
141269328,38,19.77,-0.90,10.70
141330348,38,20.36,-0.90,10.59
141391372,38,20.36,-0.90,10.89
141452400,38,20.36,-0.90,11.16
141513420,38,20.36,-0.90,11.33
141574452,38,20.36,-0.90,11.70
141635484,38,20.36,-0.90,11.89
141696512,38,20.36,-0.90,12.08
141757548,38,20.88,-0.90,12.30
141818592,38,20.88,-0.90,12.53
141879628,38,20.88,-0.90,12.68
141940672,38,20.88,-0.90,12.95
142001708,38,20.88,-0.90,13.10
142062764,38,20.88,-1.40,13.33
142123800,38,21.47,-1.40,13.50
142184864,38,21.47,-1.40,13.49
142245920,38,21.47,-1.40,13.88
142306972,38,21.47,-1.40,13.95
142368028,38,21.47,-1.40,14.36
142429072,38,22.01,-1.40,14.46
142490128,38,22.01,-1.40,14.66
142551188,38,22.01,-1.40,14.87
142612240,38,22.01,-1.40,14.96
142673304,38,22.01,-1.40,15.29
142734356,38,22.01,-1.40,15.50
142795408,38,22.65,-1.40,15.72
142856480,38,22.65,-1.40,15.70
142917532,38,22.65,-1.40,15.91
142978588,38,22.65,-1.40,16.15
143039640,38,22.65,-1.40,16.25
143100688,38,22.65,-1.40,16.51
143161744,38,23.20,-1.40,16.61
143222780,38,23.20,-1.40,16.85
143283840,38,23.20,-1.40,17.03
143344888,38,23.20,-1.40,17.24
143405940,38,23.73,-1.40,17.43
143467008,38,23.73,-1.40,17.74
143528064,38,23.73,-1.40,17.87
143589120,38,23.73,-1.40,17.86
143650184,38,24.27,-1.40,18.07
143711228,38,24.27,-1.40,18.30
143772288,38,24.27,-1.40,18.37
143833328,38,24.27,-1.40,18.73
143894368,38,24.27,-1.40,18.61
143955412,38,24.27,-1.40,18.93
144016456,38,24.86,-1.40,18.90
144077492,38,24.86,-1.40,19.22
144138548,38,24.86,-1.40,19.43
144199600,38,24.86,-1.40,19.60
144260664,38,25.44,-1.40,19.73
144321720,38,25.44,-1.40,19.90
144382768,38,25.44,-1.40,19.96
144443828,38,25.44,-1.40,20.18
144504880,38,25.44,-1.40,20.36
144565928,38,25.95,-1.40,20.28
144626996,38,25.95,-0.90,20.62
144688060,38,25.95,-0.90,20.85
144749120,38,26.46,-0.90,20.92
144810176,38,26.46,-0.90,21.01
144871224,38,26.46,-0.90,21.35
144932288,38,26.46,-0.90,21.41
144993344,38,26.46,-0.90,21.68
145054400,38,27.04,-0.90,21.70
145115456,38,27.04,-0.90,21.88
145176516,38,27.04,-0.90,21.86
145237576,38,27.59,-0.90,22.22
145298640,38,27.59,-0.90,22.30
145359700,38,27.59,-0.90,22.25
145420760,38,27.59,-0.90,22.37
145481828,38,27.59,-0.90,22.38
145542876,38,28.18,-0.90,22.62
145603936,38,28.18,-0.90,22.71
145664992,38,28.18,-0.90,22.74
145726056,38,28.18,-0.90,23.02
145787104,38,28.75,-0.90,23.19
145848156,38,28.75,-0.90,23.26
145909212,38,28.75,-0.90,23.31
145970256,38,29.27,-0.90,23.50
146031300,38,29.27,-0.90,23.62
146092344,38,29.27,-0.90,23.71
146153392,38,29.27,-0.90,23.93
146214440,38,29.92,-0.90,23.91
146275492,38,29.92,-0.90,24.07
146336536,38,29.92,-0.90,24.03
146397584,38,29.92,-0.90,24.18
146458632,38,29.92,-0.90,24.22

























































206520588,51,25.76,-0.90,-0.05
206578948,51,14.33,-0.90,0.06
206639992,51,6.23,-0.90,0.00
206701036,51,5.63,-1.43,0.08
206762092,51,7.17,-1.43,-0.11
206823164,51,7.95,-1.43,-0.10
206884240,51,7.95,-1.43,-0.04
206945296,51,7.95,-1.43,-0.14
207006348,51,7.95,-1.43,-0.03
207067416,51,7.95,-1.43,0.00
207128460,51,7.95,-1.43,-0.00
207189532,51,7.95,-1.43,-0.07
207250592,51,8.52,-1.43,-0.06
207311636,51,8.52,-1.43,0.02
207372680,51,8.52,-1.43,-0.02
207433740,51,9.13,-0.82,0.03
207494784,51,9.13,-0.82,-0.07
207555868,51,9.13,-0.82,-0.12
207616924,51,9.13,-0.82,-0.10
207677980,51,9.13,-0.82,0.13
207739028,51,9.13,-0.82,0.02
207800084,51,9.76,-0.82,0.06
207861156,51,9.76,-0.82,0.07
207922200,51,9.76,-0.82,0.16
207983240,51,9.76,-0.82,-0.09
208044308,51,9.76,-0.82,-0.21
208105344,51,10.42,-0.82,-0.04
