Two axis displacement sensor detected
Tareing....
time(us),power(pwm/255),position(deg),force(grams)
208166404,51,10.42,-0.82,0.01
208227444,51,10.42,-0.82,-0.03
208288484,51,10.42,-0.82,0.17
208349524,51,11.00,-0.82,-0.06
208410576,51,11.00,-0.82,0.04
208471612,51,11.00,-0.82,0.06
208532660,51,11.00,-0.82,-0.06
208593716,51,11.58,-0.82,0.03
208654768,51,11.58,-0.82,-0.02
208715828,51,11.58,-0.82,0.03
208776864,51,12.14,-0.82,-0.25
208837928,51,12.14,-0.82,-0.11
208898976,51,12.14,-0.82,-0.10
208960036,51,12.71,-0.82,0.11
209021080,51,12.71,-0.82,0.07
209082132,51,12.71,-0.82,0.06
209143192,51,13.33,-0.82,0.04
209204240,51,13.33,-0.82,-0.07
209265288,51,13.33,-0.82,-0.03
209326340,51,13.91,-0.82,-0.04
209387384,51,13.91,-0.82,-0.06
209448440,51,14.56,-0.82,-0.06
209509492,51,14.56,-0.82,0.01
209570524,51,14.56,-0.82,-0.10
209631600,51,15.23,-0.82,0.02
209692624,51,15.23,-0.82,0.08
209753660,51,15.82,-0.82,-0.10
209814712,51,15.82,-0.82,0.00
209875740,51,16.37,-0.82,0.72
209936808,51,16.37,-0.82,0.95
209997872,51,16.37,-0.82,1.37
210058912,51,16.37,-0.82,1.90
210119968,51,16.95,-0.82,2.19
210181020,51,16.95,-0.82,2.65
210242076,51,16.95,-0.82,3.14
210303112,51,16.95,-0.82,3.48
210364156,51,16.95,-0.82,3.90
210425216,51,17.52,-0.82,4.30
210486244,51,17.52,-0.82,4.66
210547296,51,17.52,-0.82,5.01
210608344,51,18.02,-0.82,5.59
210669388,51,18.02,-0.82,5.85
210730448,51,18.02,-0.82,6.33
210791500,51,18.02,-0.82,6.74
210852560,51,18.61,-0.82,7.14
210913628,51,18.61,-0.82,7.71
210974680,51,18.61,-0.82,8.12
211035752,51,19.23,-0.82,8.51
211096812,51,19.23,-0.82,8.98
211157864,51,19.23,-0.82,9.35
211218916,51,19.23,-0.82,9.86
211279968,51,19.23,-0.82,10.15
211341012,51,19.86,-0.82,10.67
211402072,51,19.86,-0.82,10.97
211463112,51,19.86,-0.82,11.37
211524152,51,19.86,-0.82,11.77
211585200,51,20.58,-0.82,12.24
211646244,51,20.58,-0.82,12.62
211707312,51,20.58,-0.82,13.14
211768364,51,20.58,0.42,13.44
211829400,51,21.19,2.70,13.83
211890472,51,21.19,1.61,14.29
211951504,51,21.19,-0.93,14.67
212012572,51,21.79,-1.71,14.92
212073616,51,21.79,-1.71,15.38
212134656,51,21.79,-1.71,15.93
212195716,51,22.40,-1.18,16.18
212256752,51,22.40,-1.18,16.54
212317808,51,22.40,-1.18,16.84
212378856,51,22.91,-1.18,17.41
212439892,51,22.91,-1.18,17.76
212500944,51,22.91,-1.18,18.06
212561988,51,23.72,-1.18,18.45
212623028,51,23.72,-1.18,18.85
212684088,51,23.72,-1.18,19.06
212745116,51,24.39,-1.18,19.47
212806160,51,24.39,-1.18,19.67
212867200,51,24.39,-1.18,19.95
212928240,51,25.08,-1.18,20.35
212989280,51,25.08,-1.18,20.59
213050316,51,25.08,-1.18,21.14
213111360,51,25.72,-1.18,21.27
213172416,51,25.72,-1.18,21.78
213233460,51,25.72,-1.18,21.81
213294500,51,26.57,-1.18,22.30
213355552,51,26.57,-1.18,22.38
213416592,51,26.57,-1.18,22.82
213477644,51,27.36,-1.18,23.11
213538676,51,27.36,-1.18,23.28
213599736,51,28.07,-1.18,23.67
213660776,51,28.07,-1.18,23.89
213721820,51,28.07,-1.18,24.02
213782860,51,28.87,-1.18,24.07
213843892,51,28.87,-1.18,24.39
213904932,51,29.40,-1.18,24.56
213965964,51,29.40,-1.18,24.63
214026992,51,29.96,-1.18,24.80
214088036,51,29.96,-1.18,25.15

























































274149976,64,25.91,-1.18,-0.09
274206256,64,14.20,-1.18,0.02
274267292,64,5.89,-1.18,0.14
274328320,64,5.28,-1.18,-0.03
274389372,64,6.82,-1.18,0.13
274450400,64,7.61,-1.18,0.06
274511448,64,7.61,-1.18,-0.08
274572504,64,7.61,-1.18,0.03
274633532,64,7.61,-1.18,0.02
274694584,64,7.61,-1.18,0.17
274755628,64,8.15,-1.18,-0.02
274816676,64,8.15,-1.18,0.09
274877720,64,8.15,-1.18,-0.07
274938768,64,8.15,-1.18,0.06
274999808,64,8.82,-1.18,-0.02
275060860,64,8.82,0.62,0.01
275121892,64,8.82,2.78,0.21
275182948,64,8.82,1.58,-0.14
275243992,64,9.50,-0.90,-0.04
275305060,64,9.50,-1.52,0.02
275366084,64,9.50,-1.52,-0.12
275427132,64,9.50,-1.52,0.10
275488180,64,10.15,-1.01,-0.02
275549220,64,10.15,-1.01,-0.03
275610264,64,10.73,-1.01,-0.08
275671320,64,10.73,-1.01,-0.05
275732356,64,10.73,-1.01,0.17
275793396,64,11.32,-1.01,-0.10
275854452,64,11.32,-1.01,-0.12
275915492,64,11.32,-1.01,-0.05
275976548,64,11.99,-1.01,-0.14
276037588,64,11.99,-1.01,-0.01
276098652,64,11.99,-1.01,-0.01
276159700,64,12.55,-1.01,-0.11
276220736,64,12.55,-1.01,-0.17
276281788,64,13.30,-1.01,-0.08
276342832,64,13.30,-1.01,0.04
276403860,64,13.94,-1.01,-0.03
276464920,64,13.94,-1.01,-0.08
276525964,64,14.65,-1.01,-0.08
276587016,64,14.65,-1.01,-0.07
276648064,64,15.45,-1.01,0.85
276709096,64,15.45,-1.01,0.56
276770148,64,16.17,-1.01,0.92
276831180,64,16.17,-1.01,1.57
276892232,64,16.17,-1.01,2.26
276953288,64,16.17,0.92,2.55
277014328,64,16.68,3.26,3.28
277075376,64,16.68,2.20,4.04
277136404,64,16.68,-0.30,4.60
277197424,64,17.29,-1.04,5.27
277258460,64,17.29,-1.04,5.90
277319492,64,17.29,-1.04,6.58
277380524,64,17.93,-1.04,7.06
277441556,64,17.93,-1.04,7.74
277502600,64,17.93,-1.04,8.34
277563648,64,18.53,-1.04,9.09
277624684,64,18.53,-1.04,9.68
277685736,64,19.20,-1.04,10.07
277746788,64,19.20,-1.04,10.79
277807844,64,19.20,-1.04,11.33
277868904,64,19.78,-1.04,12.25
277929952,64,19.78,-1.04,12.75
277991024,64,19.78,-1.04,13.39
278052076,64,20.48,-1.04,14.09
278113116,64,20.48,-1.04,14.68
278174180,64,21.22,-1.04,15.34
278235236,64,21.22,-1.04,16.17
278296284,64,21.86,-1.04,16.70
278357356,64,21.86,-1.04,17.34
278418404,64,22.52,-1.04,17.92
278479464,64,22.52,-1.04,18.43
278540516,64,23.15,-1.04,19.02
278601544,64,23.15,-1.04,19.47
278662604,64,23.88,-1.04,19.99
278723652,64,23.88,-1.04,20.60
278784680,64,24.64,-1.04,21.16
278845732,64,24.64,-1.04,21.65
278906776,64,24.64,-1.04,22.24
278967824,64,25.62,-1.04,22.68
279028864,64,26.30,-1.04,23.17
279089900,64,26.82,-1.04,23.40
279150948,64,26.82,-1.04,23.99
279211992,64,27.62,-1.04,24.51
279273032,64,27.62,-1.04,24.56
279334080,64,28.50,-1.04,25.01
279395104,64,29.03,-1.04,25.22
279456160,64,29.03,-1.04,25.58
279517208,64,29.88,-1.04,25.69
279578248,64,29.88,-1.04,26.12

























































339640212,76,26.05,-1.04,-0.06
339698804,76,14.09,-1.04,-0.03
339759852,76,5.59,-1.04,-0.10
339820904,76,4.99,0.41,-0.09
339881952,76,6.63,2.61,-0.01
339943016,76,7.47,1.51,0.05
340004060,76,7.47,-0.91,-0.02
340065124,76,7.47,-1.52,-0.04
340126188,76,7.47,-1.52,0.05
340187240,76,7.98,-1.52,-0.02
340248300,76,7.98,-1.52,-0.13
340309368,76,7.98,-0.98,0.02
340370416,76,8.52,-0.98,0.01
340431464,76,8.52,-0.98,0.08
340492524,76,9.14,-0.98,-0.02
340553588,76,9.14,-0.98,-0.06
340614648,76,9.14,-0.98,-0.01
340675716,76,9.68,-0.98,0.06
340736756,76,9.68,-0.98,-0.07
340797832,76,10.21,-0.98,0.08
340858876,76,10.21,-0.98,-0.05
340919948,76,10.21,-0.98,0.00
340980996,76,11.00,-0.98,0.05
341042064,76,11.00,-0.98,0.10
341103128,76,11.58,-0.98,-0.06
341164204,76,11.58,-0.98,0.03
341225236,76,12.10,-0.98,0.05
341286296,76,12.10,-0.98,-0.12
341347364,76,12.89,-0.98,0.00
341408420,76,12.89,-0.98,-0.14
341469488,76,13.67,-0.98,-0.06
341530536,76,13.67,-0.98,-0.06
341591600,76,14.54,-0.98,0.05
341652652,76,14.54,-0.98,0.91
341713704,76,15.50,-0.98,1.03
341774752,76,15.50,-0.47,1.14
341835816,76,16.18,-0.47,1.97
341896872,76,16.18,-0.47,2.55
341957944,76,16.18,-0.47,3.35
342019004,76,16.18,-0.47,4.22
342080068,76,16.85,-0.47,5.25
342141128,76,16.85,-0.47,5.82
342202180,76,17.43,-0.47,6.63
342263240,76,17.43,-0.47,7.70
342324296,76,17.43,-0.47,8.50
342385352,76,18.24,-0.47,9.32
342446404,76,18.24,-0.47,10.07
342507464,76,19.14,-0.47,10.90
342568520,76,19.14,-0.47,11.88
342629556,76,19.67,-0.47,12.59
342690592,76,19.67,-0.47,13.40
342751652,76,20.23,-0.47,14.20
342812692,76,20.23,-0.98,15.05
342873740,76,21.01,-0.98,16.06
342934796,76,21.01,-0.98,16.91
342995852,76,21.84,-0.98,17.70
343056932,76,21.84,-0.98,18.54
343117976,76,22.79,-0.98,19.33
343179016,76,23.33,-0.98,19.97
343240060,76,23.33,-0.98,20.67
343301088,76,24.24,-0.98,21.62
343362140,76,24.24,-0.98,22.41
343423184,76,25.32,-0.98,22.78
343484232,76,25.88,-0.98,23.43
343545288,76,26.41,-0.98,24.07
343606340,76,26.97,-0.98,24.54
343667404,76,27.58,-0.98,24.91
343728460,76,28.22,-0.98,25.52
343789512,76,28.85,-0.98,25.94
343850584,76,29.48,-0.98,26.02

























































403912548,89,25.52,-0.98,0.06
403970076,89,13.77,-0.98,0.06
404031116,89,5.40,-0.98,-0.01
404092172,89,4.80,-0.98,0.02
404153196,89,6.42,-0.98,-0.16
404214264,89,7.26,-0.98,-0.10
404275308,89,7.26,-0.98,0.02
404336344,89,7.26,0.50,0.05
404397380,89,7.26,2.77,-0.00
404458440,89,8.04,1.78,-0.07
404519480,89,8.04,-0.68,-0.11
404580536,89,8.04,-1.45,-0.09
404641576,89,8.78,-1.45,-0.09
404702640,89,8.78,-1.45,0.02
404763676,89,9.31,-0.91,-0.02
404824740,89,9.31,-0.91,0.02
404885792,89,9.31,-0.91,0.02
404946848,89,10.04,-0.91,-0.01
405007932,89,10.04,-0.91,0.06
405068992,89,10.67,-0.91,0.06
405130052,89,10.67,-0.91,-0.10
405191132,89,11.44,-0.91,-0.01
405252192,89,11.44,-0.91,0.04
405313228,89,12.08,-0.91,-0.01
405374308,89,12.08,-0.91,-0.13
405435336,89,13.05,-0.91,-0.00
405496388,89,13.55,-0.91,-0.07
405557440,89,14.06,-0.91,0.18
405618496,89,14.63,-0.91,0.30
405679560,89,15.21,-0.91,1.12
405740624,89,15.21,-0.91,1.32
405801680,89,15.97,-0.91,2.37
405862760,89,15.97,-0.37,3.36
405923816,89,16.50,-0.37,4.44
405984868,89,16.50,-0.37,5.37
406045932,89,16.50,-0.37,6.49
406106988,89,17.33,-0.37,7.54
406168052,89,17.33,-0.37,8.47
406229104,89,18.19,-0.37,9.40
406290140,89,18.19,-0.37,10.46
406351200,89,19.05,-0.37,11.38
406412232,89,19.05,-0.37,12.47
406473296,89,19.80,-0.37,13.48
406534364,89,19.80,-0.89,14.39
406595420,89,20.62,-0.89,15.50
406656468,89,21.14,-0.89,16.61
406717508,89,21.14,-0.89,17.47
406778552,89,22.12,-0.89,18.60
406839608,89,22.63,-0.89,19.57
406900652,89,23.20,-0.89,20.32
406961700,89,23.87,-0.89,21.43
407022756,89,24.55,-0.89,22.53
407083808,89,25.19,-0.89,23.18
407144876,89,25.86,0.51,23.86
407205920,89,26.59,2.73,24.62
407266980,89,27.43,1.59,25.25
407328036,89,28.26,-0.92,25.82
407389096,89,28.96,-1.65,26.14
407450160,89,29.62,-1.65,26.36

























































467512136,102,25.79,-1.11,0.01
467571908,102,13.86,-1.11,-0.10
467632960,102,5.29,-1.11,-0.03
467693996,102,4.63,-1.11,0.03
467755036,102,6.28,-1.11,-0.13
467816088,102,7.27,-1.11,-0.11
467877140,102,7.27,-1.11,-0.11
467938180,102,7.27,-1.11,-0.06
467999236,102,7.27,-1.11,-0.08
468060284,102,7.89,-1.11,0.12
468121312,102,7.89,-1.11,-0.21
468182372,102,8.64,-1.11,-0.08
468243408,102,8.64,-1.11,-0.08
468304468,102,9.31,-1.11,0.00
468365436,102,9.31,-1.11,0.09
468426548,102,10.02,-1.11,-0.15
468487612,102,10.02,-1.11,-0.04
468548672,102,10.66,-1.11,-0.10
468609732,102,10.66,-1.11,0.12
468670784,102,11.45,-1.11,0.06
468731840,102,11.98,-0.48,0.03
468792912,102,12.52,-0.48,-0.12
468853972,102,13.10,-0.48,0.00
468915016,102,13.72,-0.48,0.00
468976080,102,14.41,-0.48,1.82
469037148,102,15.06,-0.48,1.49
469098200,102,15.06,-0.48,2.37
469159280,102,15.66,-0.48,3.22
469220328,102,15.66,-0.48,4.49
469281400,102,16.29,-0.48,5.78
469342456,102,16.82,-0.48,7.07
469403492,102,16.82,-0.48,8.21
469464536,102,17.78,-0.48,9.35
469525588,102,18.30,-0.48,10.60
469586636,102,18.80,-0.48,11.80
469647692,102,18.80,-0.48,13.18
469708728,102,19.68,-0.48,14.37
469769780,102,19.68,-0.48,15.65
469830832,102,20.53,-0.48,17.20
469891864,102,21.20,-0.48,18.36
469952932,102,21.92,-0.48,19.72
470013996,102,22.79,-0.48,20.77
470075044,102,23.73,-0.48,22.07
470136108,102,24.56,-0.99,23.12
470197160,102,25.34,-0.99,24.24
470258220,102,26.19,-0.99,25.12
470319280,102,27.10,-0.99,25.86
470380340,102,28.00,-0.99,26.31
470441412,102,28.94,-0.99,26.74
470502472,102,29.89,-0.99,27.19

























































530564404,115,26.15,2.88,-0.02
530621600,115,13.98,1.68,0.04
530682628,115,5.28,-0.91,-0.12
530743688,115,4.70,-1.57,0.05
530804732,115,6.46,-1.57,0.15
530865796,115,7.37,-0.81,-0.16
530926872,115,7.37,-0.81,-0.03
530987928,115,7.37,-0.81,0.01
531048992,115,7.98,-0.81,0.07
531110060,115,7.98,-0.81,-0.02
531171120,115,8.78,-0.81,-0.11
531232180,115,8.78,-0.81,-0.12
531293244,115,9.58,-0.81,-0.03
531354300,115,9.58,-0.81,0.04
531415352,115,10.33,-0.81,-0.18
531476404,115,10.33,-0.81,0.00
531537440,115,11.16,-0.81,-0.04
531598500,115,11.72,-0.81,-0.01
531659548,115,12.34,-0.81,-0.00
531720584,115,12.92,-0.81,-0.02
531781624,115,13.54,-0.81,-0.12
531842676,115,14.34,-0.81,0.29
531903712,115,15.16,-0.81,1.67
531964764,115,15.74,-0.29,2.92
532025832,115,15.74,-0.29,4.42
532086872,115,16.38,-0.29,5.92
532147920,115,16.38,-0.29,7.32
532208972,115,17.25,-0.29,8.79
532270012,115,17.25,-0.29,9.98
532331072,115,18.27,-0.29,11.62
532392124,115,18.93,-0.29,13.07
532453156,115,19.55,-0.29,14.52
532514212,115,20.11,-0.83,16.23
532575256,115,20.77,-0.83,17.81
532636308,115,21.55,-0.83,19.23
532697356,115,22.40,-0.83,20.53
532758404,115,23.31,-0.83,22.18
532819464,115,24.20,-0.83,23.63
532880512,115,25.19,-0.83,24.80
532941556,115,26.33,-0.83,25.75
533002620,115,27.46,-0.83,26.65
533063688,115,28.57,-0.83,27.19
533124744,115,29.78,-0.83,27.64

























































593186728,127,26.48,-0.83,-0.14
593245408,127,14.08,-0.83,-0.04
593306456,127,5.13,-0.83,0.08
593367488,127,4.53,-0.83,-0.00
593428540,127,6.43,-0.83,-0.01
593489592,127,7.49,-0.83,-0.08
593550664,127,7.49,-0.83,-0.03
593611720,127,8.01,-0.83,0.00
593672768,127,8.01,-0.83,0.16
593733832,127,8.84,-0.83,0.01
593794900,127,8.84,-0.83,0.00
593855932,127,9.67,-0.83,0.10
593916984,127,9.67,-0.83,-0.02
593978024,127,10.51,-0.83,-0.07
594039072,127,11.03,-0.83,0.03
594100104,127,11.57,-0.83,-0.08
594161176,127,12.14,-0.83,-0.02
594222228,127,12.81,-0.83,0.17
594283272,127,13.57,-0.83,-0.21
594344356,127,14.42,-0.83,0.36
594405404,127,15.26,-0.83,2.35
594466472,127,15.85,-0.83,3.78
594527548,127,15.85,-0.83,5.50
594588596,127,16.57,-0.83,7.13
594649660,127,17.15,-0.83,8.87
594710720,127,17.89,-0.83,10.46
594771788,127,18.58,-0.83,12.20
594832852,127,19.23,-0.83,14.00
594893908,127,19.88,-0.83,15.57
594954960,127,20.59,-0.83,17.46
595016004,127,21.42,-0.83,19.19
595077044,127,22.31,-0.83,20.60
595138116,127,23.23,-0.83,22.22
595199180,127,24.18,-0.83,23.65
595260248,127,25.20,0.69,25.12
595321304,127,26.42,2.88,26.08
595382384,127,27.83,1.74,27.23
595443440,127,29.32,-0.77,27.70





























































































































































































































































































































































