Two axis displacement sensor detected
Tareing....
time(us),power(pwm/255),position(deg),force(grams)
44046692,25,10.99,-3.54,12.56
44107752,25,10.99,-3.54,12.59
44168828,25,10.99,-3.54,12.60
44229900,25,10.99,-3.54,12.45
44290972,25,10.99,-3.54,12.49
44352052,25,11.50,-3.54,12.63
44413120,25,11.50,-3.54,12.75
44474184,25,11.50,-3.54,12.77
44535268,25,11.50,-3.54,12.88
44596340,25,11.50,-3.54,12.75
44657400,25,11.50,-3.54,12.88
44718480,25,11.50,-3.54,12.63
44779540,25,11.50,-3.54,12.94
44840604,25,11.50,-3.54,12.96
44901688,25,11.50,-3.54,12.83
44962748,25,11.50,-3.54,12.86
45023832,25,11.50,-3.54,12.68
45084896,25,11.50,-3.54,12.72
45145948,25,11.50,-3.54,12.65
45207012,25,11.50,-3.54,12.98
45268072,25,11.50,-3.54,12.95
45329132,25,11.50,-3.54,12.99
45390200,25,11.50,-3.54,12.92
45451248,25,11.50,-3.54,12.91
45512304,25,11.50,-3.54,12.97
45573372,25,11.50,-3.54,13.01
45634412,25,11.50,-3.54,13.17
45695476,25,11.50,-3.54,13.04
45756536,25,11.50,-3.54,12.90
45817580,25,11.50,-3.54,13.03
45878644,25,11.50,-3.54,13.10
45939720,25,11.50,-3.54,13.05
46000776,25,11.50,-3.54,13.16
46061848,25,11.50,-3.54,13.08
46122912,25,11.50,-3.54,13.15
46183980,25,11.50,-3.54,13.16
46245044,25,11.50,-3.54,13.06
46306108,25,11.50,-3.54,13.12
46367180,25,11.50,-3.54,13.19
46428244,25,11.50,-3.54,13.37
46489292,25,11.50,-3.54,13.17
46550348,25,11.50,-3.54,13.35
46611408,25,11.50,-3.54,13.28
46672480,25,11.50,-3.54,13.26
46733540,25,11.50,-3.54,13.29
46794600,25,11.50,-3.54,13.42
46855668,25,12.00,-3.54,13.40
46916740,25,12.00,-3.54,13.42
46977772,25,12.00,-3.54,13.30
47038860,25,12.00,-3.54,13.29
47099920,25,12.00,-3.54,13.50
47160976,25,12.00,-3.54,13.47
47222056,25,12.00,-3.54,13.55
47283120,25,12.00,-3.54,13.48
47344200,25,12.00,-3.54,13.41
47405260,25,12.00,-3.54,13.65
47466312,25,12.00,-3.54,13.62
47527356,25,12.00,-3.54,13.54
47588404,25,12.00,-3.54,13.59
47649440,25,12.00,-3.54,13.68
47710492,25,12.00,-3.54,13.75
47771548,25,12.00,-3.54,13.57
47832608,25,12.00,-3.54,13.84
47893664,25,12.00,-3.54,13.59
47954732,25,12.00,-3.54,13.65
48015804,25,12.00,-3.54,13.83
48076880,25,12.50,-3.54,13.78
48137932,25,12.50,-3.54,13.74
48199004,25,12.50,-3.54,13.79
48260068,25,12.50,-3.54,13.87
48321136,25,12.50,-3.54,13.84
48382212,25,12.50,-3.54,13.92
48443272,25,12.50,-3.54,13.92
48504352,25,12.50,-3.54,13.91
48565428,25,12.50,-3.54,13.94
48626500,25,12.50,-3.54,13.86
48687576,25,12.50,-3.54,13.94
48748644,25,12.50,-3.54,14.06
48809708,25,12.50,-3.54,13.90
48870784,25,12.50,-3.54,14.02
48931852,25,12.50,-3.54,14.05
48992916,25,12.50,-3.54,14.07
49053996,25,12.50,-3.54,14.13
49115052,25,12.50,-3.54,14.37
49176128,25,12.50,-3.54,14.28
49237196,25,12.50,-3.54,14.15
49298264,25,12.50,-3.54,14.27
49359344,25,12.50,-3.54,14.19
49420424,25,12.50,-3.54,14.30
49481484,25,12.50,-3.54,14.19
49542572,25,12.50,-3.54,14.09
49603644,25,12.50,-3.54,14.24
49664708,25,12.50,-3.54,14.31
49725780,25,12.50,-3.54,14.27
49786852,25,12.50,-3.54,14.31
49847920,25,12.50,-3.54,14.41
49909004,25,12.50,-3.54,14.32
49970068,25,12.50,-3.54,14.32
50031144,25,12.50,-3.54,14.46
50092212,25,12.50,-3.54,14.52
50153280,25,12.50,-3.54,14.50
50214356,25,12.50,-3.54,14.43
50275424,25,12.50,-3.54,14.58
50336496,25,12.50,-3.54,14.47
50397572,25,12.50,-3.54,14.63
50458632,25,13.02,-3.54,14.46
50519696,25,13.02,-3.54,14.56
50580776,25,13.02,-3.54,14.69
50641836,25,13.02,-3.54,14.62
50702904,25,13.02,-3.54,14.45
50763980,25,13.02,-3.54,14.54
50825048,25,13.02,-3.54,14.41
50886128,25,13.02,-3.54,14.54
50947200,25,13.02,-3.54,14.57
51008272,25,13.02,-3.54,14.42
51069340,25,13.02,-3.54,14.39
51130412,25,13.02,-3.54,14.53
51191484,25,13.02,-3.54,14.33
51252552,25,13.02,-3.54,14.40
51313620,25,13.02,-3.54,14.33
51374688,25,13.02,-3.54,14.28
51435760,25,13.02,-3.54,14.41
51496824,25,13.02,-3.54,14.28
51557904,25,13.02,-3.54,14.40
51618984,25,13.02,-3.54,14.48
51680048,25,13.02,-3.54,14.44
51741116,25,13.02,-3.54,14.41
51802184,25,13.02,-3.54,14.46
51863244,25,13.02,-3.54,14.44
51924316,25,13.02,-3.54,14.53
51985380,25,13.02,-3.54,14.54
52046452,25,13.02,-3.54,14.51
52107528,25,13.02,-3.54,14.63
52168588,25,13.02,-3.54,14.54
52229664,25,13.02,-3.54,14.51
52290736,25,13.02,-3.54,14.59
52351800,25,13.02,-3.54,14.53
52412876,25,13.02,-3.54,14.59
52473956,25,13.02,-3.54,14.46
52535016,25,13.02,-3.54,14.46
52596088,25,13.02,-3.54,14.69
52657160,25,13.02,-3.54,14.62
52718228,25,13.02,-3.54,14.43
52779300,25,13.02,-3.54,14.55
52840372,25,13.02,-3.54,14.59
52901448,25,13.02,-3.54,14.65
52962512,25,13.02,-3.54,14.69
53023580,25,13.02,-3.54,14.70
53084652,25,13.02,-3.54,14.51
53145696,25,13.02,-3.54,14.61
53206748,25,13.02,-3.54,14.63
53267812,25,13.02,-3.54,14.66
53328876,25,13.02,-3.54,14.62
53389944,25,13.02,-3.54,14.58
53451020,25,13.02,-3.54,14.60
53512080,25,13.02,-3.54,14.67
53573148,25,13.02,-3.54,14.67
53634224,25,13.02,-3.54,14.69
53695284,25,13.02,-3.54,14.55
53756356,25,13.02,-3.54,14.49
53817432,25,13.02,-3.54,14.75
53878496,25,13.02,-3.54,14.75
53939568,25,13.53,-3.54,14.72
54000644,25,13.53,-3.54,14.65
54061708,25,13.53,-3.54,14.87
54122784,25,13.53,-3.54,14.70
54183848,25,13.53,-3.54,14.75
54244924,25,13.53,-3.54,14.50
54305992,25,13.53,-3.54,14.72
54367056,25,13.53,-3.54,14.68
54428132,25,13.53,-3.54,14.68
54489204,25,13.53,-3.54,14.69
54550280,25,13.53,-3.54,14.76
54611356,25,13.53,-3.54,14.62
54672428,25,13.53,-3.54,14.96
54733492,25,13.53,-3.54,14.70
54794564,25,13.53,-3.54,14.95
54855640,25,13.53,-3.54,14.88
54916712,25,13.53,-3.54,14.77
54977788,25,13.53,-3.54,14.92
55038852,25,13.53,-3.54,14.87
55099932,25,13.53,-3.54,14.87
55161004,25,13.53,-3.54,14.91
55222060,25,13.53,-3.54,15.02
55283140,25,13.53,-3.54,14.87
55344220,25,13.53,-3.54,14.86
55405288,25,13.53,-3.54,14.92
55466368,25,13.53,-3.54,14.99
55527436,25,13.53,-3.54,14.87
55588488,25,13.53,-3.54,14.86
55649548,25,13.53,-3.54,14.82
55710600,25,13.53,-3.54,15.10
55771668,25,13.53,-3.54,15.00
55832716,25,13.53,-3.54,15.07
55893772,25,13.53,-3.54,15.04
55954836,25,13.53,-3.54,15.03
56015896,25,13.53,-3.54,15.09
56076952,25,13.53,-3.54,15.05
56138020,25,13.53,-3.54,15.24
56199076,25,13.53,-3.54,15.16
56260144,25,13.53,-3.54,15.16
56321208,25,13.53,-3.54,15.01
56382276,25,13.53,-3.54,15.12
56443356,25,13.53,-3.54,15.06
56504428,25,13.53,-3.54,15.17
56565504,25,13.53,-3.54,15.22
56626576,25,13.53,-3.54,15.32
56687644,25,13.53,-3.54,15.33
56748716,25,13.53,-3.54,15.35
56809796,25,13.53,-3.54,15.23
56870856,25,13.53,-3.54,15.30
56931936,25,13.53,-3.54,15.37
56992992,25,13.53,-3.54,15.33
57054032,25,13.53,-3.54,15.36
57115100,25,13.53,-3.54,15.30
57176152,25,13.53,-3.54,15.36
57237200,25,13.53,-3.54,15.37
57298276,25,13.53,-3.54,15.22
57359332,25,13.53,-3.54,15.54
57420396,25,13.53,-3.54,15.34
57481460,25,13.53,-3.54,15.24
57542508,25,13.53,-3.54,15.32
57603568,25,13.53,-3.54,15.36
57664624,25,13.53,-3.54,15.30
57725680,25,13.53,-3.54,15.52
57786736,25,13.53,-3.54,15.35
57847788,25,14.05,-3.54,15.53
57908852,25,14.05,-3.54,15.34
57969916,25,14.05,-3.54,15.58
58030976,25,14.05,-3.54,15.50
58092044,25,14.05,-3.54,15.51
58153112,25,14.05,-3.54,15.54
58214176,25,14.05,-3.54,15.40
58275256,25,14.05,-3.54,15.67
58336332,25,14.05,-3.54,15.68
58397400,25,14.05,-3.54,15.63
58458476,25,14.05,-3.54,15.49
58519536,25,14.05,-3.54,15.53
58580600,25,14.05,-3.54,15.81
58641680,25,14.05,-3.54,15.64
58702740,25,14.05,-3.54,15.69
58763828,25,14.05,-3.54,15.78
58824896,25,14.05,-3.54,15.73
58885952,25,14.05,-3.54,15.75
58947032,25,14.05,-3.54,15.72
59008096,25,14.05,-3.54,15.88
59069156,25,14.05,-3.54,15.76
59130232,25,14.05,-3.54,15.70
59191304,25,14.05,-3.54,15.77
59252356,25,14.05,-3.54,15.69
59313432,25,14.05,-3.54,15.74
59374496,25,14.05,-3.54,15.93
59435572,25,14.05,-3.54,15.97
59496640,25,14.05,-3.54,15.99
59557704,25,14.05,-3.54,15.94
59618788,25,14.05,-3.54,15.83
59679852,25,14.05,-3.54,15.86
59740900,25,14.05,-3.54,15.91
59801960,25,14.05,-3.54,15.97
59863000,25,14.05,-3.54,16.06
59924052,25,14.05,-3.54,16.09
59985108,25,14.05,-3.54,16.07
60046152,25,14.05,-3.54,16.05
60107212,25,14.05,-3.54,16.07
60168272,25,14.05,-3.54,16.18
60229316,25,14.61,-3.54,16.03
60290372,25,14.61,-3.54,16.19
60351428,25,14.61,-3.54,16.22
60412480,25,14.61,-3.54,16.26
60473544,25,14.61,-3.54,16.22
60534584,25,14.61,-3.54,16.12
60595644,25,14.61,-3.54,16.41
60656716,25,14.61,-3.54,16.17
60717788,25,14.61,-3.54,16.30
60778860,25,14.61,-3.54,16.20
60839924,25,14.61,-3.54,16.27
60900984,25,14.61,-3.54,16.16
60962040,25,14.61,-3.54,16.28
61023084,25,14.61,-3.54,16.36
61084144,25,14.61,-3.54,16.28
61145204,25,14.61,-3.54,16.34
61206264,25,14.61,-3.54,16.44
61267336,25,14.61,-3.54,16.33
61328396,25,14.61,-3.54,16.38
61389460,25,14.61,-3.54,16.42
61450528,25,14.61,-3.54,16.45
61511588,25,14.61,-3.54,16.36
61572660,25,14.61,-3.54,16.46
61633736,25,14.61,-3.54,16.39
61694800,25,14.61,-3.54,16.49
61755876,25,14.61,-3.54,16.46
61816940,25,14.61,-3.54,16.63
61878000,25,14.61,-3.54,16.61
61939072,25,14.61,-3.54,16.63
62000136,25,14.61,-3.54,16.49
62061204,25,14.61,-3.54,16.64
62122272,25,14.61,-3.54,16.67
62183332,25,14.61,-3.54,16.69
62244404,25,14.61,-3.54,16.61
62305464,25,14.61,-3.54,16.61
62366528,25,14.61,-3.54,16.51
62427596,25,14.61,-3.54,16.54
62488660,25,14.61,-3.54,16.69
62549728,25,14.61,-3.54,16.53
62610796,25,14.61,-3.54,16.67
62671868,25,14.61,-3.54,16.51
62732924,25,15.15,-3.54,16.64
62793988,25,15.15,-3.54,16.79
62855044,25,15.15,-3.54,16.62
62916108,25,15.15,-3.54,16.67
62977176,25,15.15,-3.54,16.70
63038224,25,15.15,-3.54,16.73
63099284,25,15.15,-3.54,16.70
63160332,25,15.15,-3.54,16.67
63221384,25,15.15,-3.54,16.78
63282432,25,15.15,-3.54,16.84
63343464,25,15.15,-3.54,16.70
63404508,25,15.15,-3.54,16.76
63465548,25,15.15,-3.54,16.77
63526592,25,15.15,-3.54,16.87
63587652,25,15.15,-3.54,16.84
63648704,25,15.15,-3.54,16.80
63709776,25,15.15,-3.54,16.85
63770836,25,15.15,-3.54,16.97
63831900,25,15.15,-3.54,16.92
63892968,25,15.15,-3.54,17.04
63954032,25,15.15,-3.54,16.98
64015096,25,15.15,-3.54,16.88
64076164,25,15.15,-3.54,16.89
64137236,25,15.15,-3.54,16.97
64198296,25,15.15,-3.54,16.85
64259380,25,15.15,-3.54,17.04
64320444,25,15.15,-3.54,16.93
64381520,25,15.15,-3.54,17.04
64442584,25,15.15,-3.54,16.98
64503660,25,15.15,-3.54,17.01
64564724,25,15.15,-3.54,17.06
64625788,25,15.15,-3.54,16.97
64686844,25,15.15,-3.54,16.85
64747912,25,15.67,-3.54,17.05
64808976,25,15.67,-3.54,17.07
64870040,25,15.67,-3.54,16.95
64931104,25,15.67,-3.54,17.06
64992148,25,15.67,-3.54,17.12
65053224,25,15.67,-3.54,17.14
65114296,25,15.67,-3.54,17.11
65175352,25,15.67,-3.54,17.19
65236428,25,15.67,-3.54,17.10
65297492,25,15.67,-3.54,17.09
65358552,25,15.67,-3.54,17.23
65419628,25,15.67,-3.54,17.15
65480700,25,15.67,-3.54,17.12
65541764,25,15.67,-3.54,17.18
65602844,25,15.67,-3.54,17.11
65663908,25,15.67,-3.54,17.24
65724984,25,15.67,-3.54,17.29
65786052,25,15.67,-3.54,17.33
65847112,25,15.67,-3.54,17.24
65908188,25,15.67,-3.54,17.31
65969260,25,15.67,-3.54,17.29
66030336,25,15.67,-3.54,17.23
66091408,25,15.67,-3.54,17.15
66152464,25,15.67,-3.54,17.41
66213524,25,15.67,-3.54,17.43
66274584,25,15.67,-3.54,17.36
66335640,25,15.67,-3.54,17.41
66396700,25,15.67,-3.54,17.37
66457756,25,15.67,-3.54,17.43
66518800,25,15.67,-3.54,17.40
66579860,25,15.67,-3.54,17.46
66640920,25,15.67,-3.54,17.40
66701960,25,15.67,-3.54,17.54
66763028,25,16.18,-3.54,17.44
66824080,25,16.18,-3.54,17.46
66885160,25,16.18,-3.54,17.57
66946232,25,16.18,-3.54,17.54
67007292,25,16.18,-3.54,17.58
67068364,25,16.18,-3.54,17.57
67129428,25,16.18,-3.54,17.58
67190500,25,16.18,-3.54,17.61
67251564,25,16.18,-3.54,17.63
67312624,25,16.18,-3.54,17.56
67373700,25,16.18,-3.54,17.72
67434776,25,16.18,-3.54,17.66
67495840,25,16.18,-3.54,17.54
67556920,25,16.18,-3.54,17.58
67617988,25,16.18,-3.54,17.70
67679060,25,16.18,-3.54,17.53
67740132,25,16.18,-3.54,17.71
67801196,25,16.18,-3.54,17.57
67862264,25,16.18,-3.54,17.63
67923336,25,16.18,-3.54,17.80
67984420,25,16.18,-3.54,17.89
68045488,25,16.18,-3.54,17.85
68106560,25,16.18,-3.54,17.80
68167624,25,16.18,-3.54,17.80
68228704,25,16.18,-3.54,17.63
68289780,25,16.18,-3.54,17.80
68350840,25,16.18,-3.54,17.69
68411932,25,16.18,-3.54,17.66
68473000,25,16.18,-3.54,17.78
68534060,25,16.18,-3.54,17.81
68595132,25,16.18,-3.54,17.78
68656212,25,16.18,-3.54,17.85
68717276,25,16.18,-3.54,17.88
68778356,25,16.18,-3.54,17.83
68839416,25,16.18,-3.54,17.99
68900492,25,16.18,-3.54,17.87
68961556,25,16.18,-3.54,17.92
69022612,25,16.18,-3.54,18.01
69083672,25,16.18,-3.54,18.08
69144740,25,16.70,-3.54,18.08
69205788,25,16.70,-3.54,18.04
69266856,25,16.70,-3.54,17.95
69327920,25,16.70,-3.54,18.08
69388976,25,16.70,-3.54,18.08
69450044,25,16.70,-3.54,17.97
69511104,25,16.70,-3.54,18.15
69572160,25,16.70,-3.54,18.24
69633220,25,16.70,-3.54,18.26
69694272,25,16.70,-3.54,18.20
69755336,25,16.70,-3.54,18.22
69816396,25,16.70,-3.54,18.08
69877452,25,16.70,-3.54,18.15
69938516,25,16.70,-3.54,18.21
69999560,25,16.70,-3.54,18.15
70060628,25,16.70,-3.54,18.24
70121684,25,16.70,-3.54,18.15
70182736,25,16.70,-3.54,18.22
70243804,25,16.70,-3.54,18.32
70304864,25,16.70,-3.54,18.20
70365916,25,16.70,-3.54,18.45
70426984,25,16.70,-3.54,18.26
70488040,25,16.70,-3.54,18.45
70549096,25,16.70,-3.54,18.27
70610160,25,16.70,-3.54,18.44
70671216,25,17.24,-3.54,18.32
70732276,25,17.24,-3.54,18.46
70793340,25,17.24,-3.54,18.47
70854400,25,17.24,-3.54,18.55
70915484,25,17.24,-3.54,18.49
70976560,25,17.24,-3.54,18.47
71037620,25,17.24,-3.54,18.49
71098708,25,17.24,-3.54,18.61
71159768,25,17.24,-3.54,18.57
71220844,25,17.24,-3.54,18.68
71281916,25,17.24,-3.54,18.54
71342964,25,17.24,-3.54,18.52
71404032,25,17.24,-3.54,18.70
71465092,25,17.24,-3.54,18.75
71526148,25,17.24,-3.54,18.71
71587208,25,17.24,-3.54,18.81
71648272,25,17.24,-2.98,18.78
71709348,25,17.24,-2.98,18.68
71770420,25,17.24,-2.98,18.96
71831484,25,17.24,-2.98,18.72
71892552,25,17.24,-2.98,18.70
71953620,25,17.24,-2.98,18.85
72014688,25,17.24,-2.98,18.69
72075756,25,17.24,-2.98,18.74
72136824,25,17.24,-2.98,18.66
72197892,25,17.24,-2.98,18.71
72258964,25,17.24,-2.98,18.88
72320036,25,17.24,-2.98,18.82
72381096,25,17.24,-2.98,18.91
72442172,25,17.24,-2.98,18.91
72503236,25,17.24,-2.98,19.03
72564304,25,17.24,-2.98,18.94
72625380,25,17.24,-2.98,18.95
72686440,25,17.74,-2.98,19.00
72747524,25,17.74,-2.98,18.89
72808588,25,17.74,-2.98,18.84
72869644,25,17.74,-2.98,18.98
72930732,25,17.74,-2.98,18.98
72991808,25,17.74,-2.98,18.99
73052876,25,17.74,-2.98,18.98
73113944,25,17.74,-2.98,18.92
73175004,25,17.74,-2.98,19.16
73236076,25,17.74,-2.98,19.13
73297144,25,17.74,-2.98,19.12
73358204,25,17.74,-2.98,19.04
73419280,25,17.74,-2.98,19.08
73480348,25,17.74,-2.98,19.05
73541408,25,17.74,-2.98,19.12
73602480,25,17.74,-2.98,19.24
73663552,25,18.27,-2.98,19.12
73724616,25,18.27,-2.98,19.11
73785700,25,18.27,-2.98,19.19
73846768,25,18.27,-2.98,19.20
73907840,25,18.27,-2.98,19.27
73968912,25,18.27,-2.98,19.27
74029980,25,18.27,-2.98,19.14
74091056,25,18.27,-2.98,19.39
74152120,25,18.27,-2.98,19.54
74213156,25,18.27,-2.98,19.21
74274208,25,18.27,-2.98,19.35
74335260,25,18.27,-2.98,19.45
74396320,25,18.27,-2.98,19.38
74457400,25,18.27,-2.98,19.40
74518468,25,18.27,-2.98,19.40
74579544,25,18.27,-2.98,19.30
74640612,25,18.27,-2.98,19.27
74701676,25,18.27,-2.98,19.37
74762748,25,18.27,-2.98,19.32
74823820,25,18.27,-2.98,19.28
74884884,25,18.27,-2.98,19.39
74945964,25,18.27,-2.98,19.33
75007040,25,18.27,-2.98,19.22
75068100,25,18.27,-2.98,19.30
75129180,25,18.27,-2.98,19.46
75190244,25,18.27,-2.98,19.49
75251316,25,18.27,-2.98,19.58
75312388,25,18.27,-2.98,19.49
75373456,25,18.27,-2.98,19.49
75434524,25,18.27,-2.98,19.43
75495584,25,18.27,-2.98,19.43
75556632,25,18.27,-2.98,19.29
75617696,25,18.27,-2.98,19.34
75678744,25,18.27,-2.98,19.41
75739784,25,18.27,-2.98,19.47
75800860,25,18.27,-2.98,19.35
75861904,25,18.27,-2.98,19.42
75922968,25,18.27,-2.98,19.43
75984024,25,18.27,-2.98,19.33
76045072,25,18.27,-2.98,19.36
76106136,25,18.27,-2.98,19.40
76167192,25,18.27,-2.98,19.38
76228244,25,18.27,-2.98,19.50
76289296,25,18.27,-2.98,19.64
76350352,25,18.27,-2.98,19.40
76411412,25,18.27,-2.98,19.32
76472468,25,18.27,-2.98,19.41
76533516,25,18.27,-2.98,19.49
76594576,25,18.27,-2.98,19.34
76655628,25,18.27,-2.98,19.52
76716680,25,18.27,-2.98,19.49
76777732,25,18.27,-2.98,19.52
76838776,25,18.27,-2.98,19.61
76899844,25,18.78,-2.98,19.59
76960908,25,18.78,-2.98,19.46
77021960,25,18.78,-2.98,19.56
77083024,25,18.78,-2.98,19.54
77144056,25,18.78,-2.98,19.44
77205108,25,18.78,-2.98,19.53
77266148,25,18.78,-2.98,19.65
77327204,25,18.78,-2.98,19.58
77388260,25,18.78,-2.98,19.41
77449316,25,18.78,-2.98,19.41
77510384,25,18.78,-2.98,19.58
77571460,25,18.78,-2.98,19.59
77632532,25,18.78,-2.98,19.42
77693592,25,18.78,-2.98,19.49
77754680,25,18.78,-2.98,19.42
77815744,25,18.78,-2.98,19.43
77876824,25,18.78,-2.98,19.54
77937900,25,18.78,-2.98,19.50
77998972,25,18.78,-2.98,19.52
78060048,25,18.78,-2.98,19.54
78121108,25,18.78,-2.98,19.53
78182168,25,18.78,-2.98,19.53
78243244,25,18.78,-2.98,19.55
78304320,25,18.78,-2.98,19.45
78365384,25,18.78,-2.98,19.72
78426468,25,18.78,-2.98,19.67
78487532,25,18.78,-2.98,19.43
78548608,25,18.78,-2.98,19.62
78609684,25,18.78,-2.98,19.53
78670756,25,18.78,-2.98,19.83
78731844,25,18.78,-2.98,19.69
78792920,25,18.78,-2.98,19.90
78853992,25,18.78,-2.98,19.83
78915064,25,18.78,-2.98,19.88
78976140,25,18.78,-2.98,19.87
79037212,25,18.78,-2.98,19.95
79098292,25,18.78,-2.98,19.95
79159368,25,18.78,-2.98,19.87
79220428,25,18.78,-2.98,19.96
79281508,25,18.78,-2.98,19.87
79342568,25,18.78,-2.98,19.93
79403636,25,18.78,-2.98,19.76
79464716,25,18.78,-2.98,19.97
79525780,25,18.78,-2.98,19.96
79586864,25,18.78,-2.98,19.90
79647936,25,18.78,-2.98,19.97
79708988,25,18.78,-2.98,20.03
79770028,25,18.78,-2.98,19.95
79831084,25,19.31,-2.98,20.03
79892120,25,19.31,-2.98,20.10
79953192,25,19.31,-2.98,20.12
80014248,25,19.31,-2.98,19.89
80075316,25,19.31,-2.98,20.06
80136368,25,19.31,-2.98,20.07
80197412,25,19.31,-2.98,20.04
80258476,25,19.31,-2.98,20.09
80319532,25,19.31,-2.98,20.06
80380576,25,19.31,-2.98,20.13
80441636,25,19.31,-2.98,20.08
80502692,25,19.31,-2.98,20.15
80563744,25,19.31,-1.10,20.05
80624780,25,19.31,1.14,20.13
80685824,25,19.31,-0.03,20.25
80746896,25,19.31,-2.49,20.22
80807964,25,19.31,-3.16,20.12
80869004,25,19.31,-3.16,20.30
80930076,25,19.31,-3.16,20.18
80991116,25,19.31,-3.16,20.23
81052176,25,19.31,-3.16,20.30
81113232,25,19.31,-3.16,20.12
81174276,25,19.31,-3.16,20.23
81235332,25,19.31,-3.16,20.17
81296392,25,19.31,-3.16,20.31
81357436,25,19.31,-3.16,20.26
81418500,25,19.31,-3.16,20.19
81479552,25,19.31,-3.16,20.25
81540608,25,19.31,-3.16,20.08
81601656,25,19.31,-3.16,20.22
81662700,25,19.31,-3.16,20.23
81723768,25,19.31,-3.16,20.21
81784808,25,19.31,-3.16,20.15
81845864,25,19.31,-3.16,20.18
81906924,25,19.31,-3.16,20.09
81967972,25,19.31,-3.16,20.20
82029036,25,19.31,-3.16,20.09
82090084,25,19.31,-3.16,20.05
82151128,25,19.31,-3.16,20.17
82212188,25,19.31,-3.16,19.90
82273240,25,19.31,-3.16,20.15
82334300,25,19.31,-3.16,20.11
82395348,25,19.31,-3.16,20.13
82456400,25,19.31,-3.16,19.93
82517464,25,19.31,-3.16,20.02
82578532,25,19.31,-2.63,20.15
82639592,25,19.31,-2.63,20.03
82700668,25,19.31,-2.63,20.05
82761732,25,19.31,-2.63,20.18
82822804,25,19.31,-2.63,20.04
82883876,25,19.31,-2.63,20.09
82944940,25,19.31,-2.63,20.12
83006008,25,19.31,-2.63,19.88
83067088,25,19.31,-2.63,19.89
83128156,25,19.31,-2.63,19.92
83189232,25,19.31,-2.63,20.11
83250292,25,19.31,-2.63,19.94
83311364,25,19.31,-2.63,20.07
83372428,25,19.31,-2.63,19.95
83433508,25,19.31,-2.63,20.05
83494556,25,19.31,-2.63,19.88
83555644,25,19.31,-2.63,19.94
83616700,25,19.31,-2.63,20.10
83677752,25,19.31,-2.63,19.70
83738832,25,19.31,-2.63,19.88
83799892,25,19.31,-2.63,19.94
83860968,25,19.31,-2.63,19.69
83922036,25,19.31,-2.63,19.68
83983096,25,19.31,-2.63,19.74
84044176,25,19.31,-2.63,19.84
84105244,25,19.31,-2.63,19.83
84166292,25,19.31,-2.63,19.78
84227360,25,19.31,-2.63,19.85
84288416,25,19.31,-2.63,19.77
84349500,25,19.31,-2.63,19.73
84410576,25,19.31,-2.63,20.00
84471624,25,19.31,-2.63,19.68
84532712,25,19.31,-2.63,19.78
84593776,25,19.31,-2.63,19.67
84654836,25,19.31,-2.63,19.89
84715916,25,19.31,-2.63,19.90
84776992,25,19.31,-2.63,19.74
84838048,25,19.31,-2.63,19.84
84899124,25,19.31,-2.63,19.82
84960180,25,19.31,-2.63,19.88
85021260,25,19.31,-2.63,20.00
85082332,25,19.31,-2.63,20.02
85143380,25,19.82,-2.63,20.10
85204448,25,19.82,-2.63,19.93
85265528,25,19.82,-2.63,20.11
85326580,25,19.82,-2.63,19.99
85387668,25,19.82,-2.63,20.21
85448728,25,19.82,-2.63,20.34
85509788,25,19.82,-2.63,20.23
85570856,25,19.82,-2.63,20.21
85631916,25,19.82,-2.63,20.35
85692996,25,19.82,-2.63,20.17
85754068,25,19.82,-2.63,20.39
85815132,25,19.82,-2.63,20.26
85876196,25,19.82,-2.63,20.23
85937260,25,19.82,-2.63,20.40
85998328,25,19.82,-2.63,20.33
86059396,25,19.82,-2.63,20.27
86120468,25,19.82,-2.63,20.28
86181532,25,19.82,-2.63,20.36
86242604,25,19.82,-2.63,20.42
86303664,25,19.82,-2.63,20.30
86364732,25,19.82,-2.63,20.60
86425808,25,19.82,-2.63,20.53
86486876,25,19.82,-2.63,20.50
86547956,25,19.82,-2.63,20.48
86609036,25,19.82,-2.63,20.45
86670096,25,19.82,-2.63,20.34
86731176,25,19.82,-2.63,20.71
86792252,25,19.82,-2.63,20.54
86853320,25,19.82,-2.63,20.73
86914396,25,19.82,-2.63,20.64
86975452,25,19.82,-2.63,20.57
87036532,25,19.82,-2.63,20.54
87097600,25,19.82,-2.63,20.73
87158664,25,19.82,-2.63,20.65
87219740,25,19.82,-2.63,20.58
87280804,25,19.82,-2.63,20.80
87341868,25,19.82,-2.63,20.64
87402952,25,19.82,-2.63,20.55
87464016,25,19.82,-2.63,20.63
87525080,25,19.82,-2.63,20.65
87586148,25,19.82,-2.63,20.79
87647220,25,19.82,-2.63,20.79
87708284,25,19.82,-2.63,20.73
87769360,25,19.82,-2.63,20.93
87830420,25,19.82,-2.63,20.82
87891492,25,19.82,-2.63,20.80
87952564,25,19.82,-2.63,20.89
88013624,25,19.82,-2.63,20.87
88074696,25,19.82,-2.63,20.73
88135756,25,19.82,-2.63,20.88
88196816,25,20.36,-2.63,20.90
88257888,25,20.36,-2.63,20.99
88318956,25,20.36,-2.63,20.94
88380024,25,20.36,-2.63,21.05
88441104,25,20.36,-2.63,20.98
88502172,25,20.36,-2.63,20.95
88563236,25,20.36,-2.63,21.00
88624296,25,20.36,-2.63,20.96
88685368,25,20.36,-2.63,20.89
88746440,25,20.36,-2.63,20.96
88807512,25,20.36,-2.63,21.00
