Two axis displacement sensor detected
Tareing....
time(us),power(pwm/255),position(deg),force(grams)
44269888,25,10.26,-2.19,19.61
44330928,25,10.26,-2.19,19.45
44391992,25,10.26,-2.19,19.56
44453040,25,10.26,-2.19,19.58
44514080,25,10.26,-2.19,19.46
44575136,25,10.26,-2.19,19.56
44636184,25,10.26,-2.19,19.58
44697232,25,10.26,-2.19,19.44
44758284,25,10.26,-2.19,19.59
44819324,25,10.26,-2.19,19.68
44880380,25,10.26,-2.19,19.68
44941424,25,10.26,-2.19,19.64
45002464,25,10.26,-2.19,19.76
45063520,25,10.26,-2.19,19.65
45124560,25,10.26,-2.19,19.76
45185608,25,10.26,-2.19,19.69
45246656,25,10.26,-2.19,19.75
45307680,25,10.26,-2.19,19.93
45368728,25,10.26,-2.19,19.92
45429768,25,10.26,-2.19,19.75
45490808,25,10.26,-2.19,19.74
45551848,25,10.26,-2.19,19.79
45612884,25,10.26,-2.19,19.86
45673924,25,10.26,-2.19,19.94
45734952,25,10.26,-2.19,19.77
45795984,25,10.26,-2.19,19.92
45857024,25,10.26,-2.19,19.99
45918060,25,10.26,-2.19,19.94
45979084,25,10.26,-2.19,20.04
46040112,25,10.26,-2.19,19.90
46101156,25,10.26,-2.19,19.90
46162184,25,10.26,-2.19,19.91
46223216,25,10.26,-2.19,19.91
46284248,25,10.26,-2.19,20.07
46345284,25,10.26,-2.19,19.95
46406320,25,10.26,-2.19,20.11
46467348,25,10.26,-2.19,20.16
46528384,25,10.26,-2.19,20.13
46589416,25,10.26,-2.19,20.24
46650456,25,10.26,-2.19,20.23
46711484,25,10.26,-2.19,20.02
46772528,25,10.26,-2.19,20.21
46833556,25,10.26,-2.19,20.23
46894596,25,10.26,-2.19,20.10
46955644,25,10.26,-2.19,20.29
47016676,25,10.26,-2.19,20.15
47077716,25,10.26,-2.19,20.16
47138740,25,10.77,-2.19,20.26
47199784,25,10.77,-2.19,20.21
47260820,25,10.77,-2.19,20.33
47321848,25,10.77,-2.19,20.28
47382892,25,10.77,-2.19,20.33
47443912,25,10.77,-2.19,20.37
47504952,25,10.77,-2.19,20.19
47565984,25,10.77,-0.86,20.48
47627000,25,10.77,1.50,20.27
47688032,25,10.77,0.38,20.34
47749052,25,10.77,-2.18,20.52
47810112,25,10.77,-2.94,20.46
47871164,25,10.77,-2.94,20.40
47932200,25,10.77,-2.94,20.48
47993260,25,10.77,-2.38,20.40
48054300,25,10.77,-2.38,20.50
48115336,25,10.77,-2.38,20.47
48176400,25,10.77,-2.38,20.45
48237440,25,10.77,-2.38,20.44
48298492,25,10.77,-2.38,20.39
48359536,25,10.77,-2.38,20.54
48420576,25,10.77,-2.38,20.57
48481628,25,10.77,-2.38,20.59
48542672,25,10.77,-2.38,20.70
48603724,25,10.77,-2.38,20.46
48664768,25,10.77,-2.38,20.66
48725808,25,10.77,-2.38,20.37
48786856,25,10.77,-2.38,20.64
48847896,25,11.34,-2.38,20.54
48908928,25,11.34,-2.38,20.71
48969984,25,11.34,-2.38,20.66
49031024,25,11.34,-2.38,20.60
49092080,25,11.34,-2.38,20.65
49153128,25,11.34,-2.38,20.64
49214168,25,11.34,-2.38,20.71
49275228,25,11.34,-2.38,20.76
49336272,25,11.34,-2.38,20.67
49397320,25,11.34,-2.38,20.67
49458364,25,11.34,-2.38,20.91
49519392,25,11.34,-2.38,20.87
49580444,25,11.34,-2.38,20.87
49641480,25,11.34,-2.38,20.85
49702516,25,11.34,-2.38,20.75
49763560,25,11.34,-2.38,20.70
49824596,25,11.34,-2.38,20.68
49885644,25,11.34,-2.38,20.88
49946700,25,11.34,-2.38,20.89
50007740,25,11.34,-2.38,20.92
50068792,25,11.34,-2.38,21.05
50129828,25,11.34,-2.38,20.89
50190892,25,11.34,-2.38,20.92
50251940,25,11.34,-2.38,20.91
50312980,25,11.34,-2.38,20.89
50374036,25,11.34,-2.38,21.00
50435068,25,11.34,-2.38,20.94
50496128,25,11.34,-2.38,21.05
50557180,25,11.34,-2.38,20.77
50618240,25,11.34,-2.38,21.01
50679292,25,11.34,-2.38,20.97
50740348,25,11.34,-2.38,21.03
50801388,25,11.34,-2.38,21.11
50862444,25,11.34,-0.72,21.13
50923472,25,11.34,1.52,21.15
50984520,25,11.34,0.41,20.87
51045580,25,11.34,-2.08,20.97
51106652,25,11.34,-2.82,20.94
51167704,25,11.34,-2.82,20.96
51228752,25,11.87,-2.82,21.14
51289792,25,11.87,-2.26,21.13
51350848,25,11.87,-2.26,21.19
51411892,25,11.87,-2.26,21.29
51472944,25,11.87,-2.26,21.24
51533976,25,11.87,-2.26,21.28
51595008,25,11.87,-2.26,21.23
51656052,25,11.87,-2.26,21.20
51717084,25,11.87,-2.26,21.33
51778120,25,11.87,-2.26,21.34
51839152,25,11.87,-2.26,21.31
51900180,25,11.87,-2.26,21.18
51961232,25,11.87,-2.26,21.31
52022260,25,11.87,-2.26,21.41
52083304,25,11.87,-2.26,21.41
52144344,25,11.87,-2.26,21.39
52205384,25,11.87,-2.26,21.07
52266424,25,11.87,-2.26,21.32
52327460,25,11.87,-2.26,21.33
52388496,25,11.87,-2.26,21.48
52449540,25,11.87,-2.26,21.41
52510564,25,11.87,-2.26,21.48
52571616,25,11.87,-2.26,21.43
52632648,25,11.87,-2.26,21.40
52693680,25,11.87,-2.26,21.41
52754712,25,11.87,-2.26,21.57
52815752,25,11.87,-2.26,21.43
52876788,25,11.87,-2.26,21.59
52937840,25,11.87,-2.26,21.60
52998884,25,11.87,-2.26,21.50
53059940,25,11.87,-2.26,21.62
53120976,25,11.87,-2.26,21.46
53182020,25,11.87,-2.26,21.58
53243052,25,11.87,-2.26,21.57
53304080,25,11.87,-2.26,21.66
53365124,25,11.87,-2.26,21.58
53426152,25,11.87,-2.26,21.73
53487192,25,11.87,-2.26,21.59
53548228,25,11.87,-2.26,21.60
53609252,25,11.87,-2.26,21.64
53670292,25,11.87,-2.26,21.51
53731316,25,12.40,-2.26,21.77
53792368,25,12.40,-2.26,21.80
53853396,25,12.40,-2.26,21.95
53914428,25,12.40,-2.26,21.73
53975468,25,12.40,-2.26,21.69
54036500,25,12.40,-2.26,21.75
54097528,25,12.40,-2.26,21.89
54158568,25,12.40,-2.26,21.78
54219588,25,12.40,-2.26,21.92
54280624,25,12.40,-2.26,21.90
54341656,25,12.40,-2.26,21.77
54402684,25,12.40,-2.26,21.79
54463728,25,12.40,-2.26,21.77
54524744,25,12.40,-2.26,21.92
54585780,25,12.40,-2.26,21.82
54646808,25,12.40,-2.26,21.82
54707828,25,12.40,-2.26,21.99
54768872,25,12.40,-2.26,21.97
54829892,25,12.40,-2.26,21.93
54890932,25,12.40,-2.26,21.85
54951960,25,12.40,-2.26,21.92
55012980,25,12.40,-2.26,21.98
55074020,25,12.40,-2.26,21.93
55135044,25,12.40,-2.26,21.98
55196084,25,12.40,-2.26,21.99
55257116,25,12.40,-2.26,21.87
55318152,25,12.40,-2.26,21.89
55379204,25,12.40,-2.26,22.04
55440224,25,12.40,-2.26,22.01
55501276,25,12.40,-2.26,21.84
55562328,25,12.40,-2.26,22.07
55623344,25,12.40,-2.26,21.96
55684384,25,12.40,-2.26,22.08
55745416,25,12.40,-2.26,22.04
55806464,25,12.40,-2.26,21.95
55867520,25,12.40,-2.26,22.04
55928548,25,12.40,-2.26,21.98
55989604,25,12.40,-2.26,21.99
56050640,25,12.40,-2.26,22.00
56111688,25,12.40,-2.26,22.07
56172724,25,12.40,-2.26,22.01
56233756,25,12.40,-2.26,22.08
56294808,25,12.40,-2.26,22.24
56355852,25,12.40,-2.26,22.18
56416888,25,12.40,-2.26,22.13
56477940,25,12.40,-2.26,22.19
56538976,25,12.40,-2.26,22.27
56600020,25,12.40,-2.26,22.20
56661060,25,12.40,-2.26,22.26
56722104,25,12.40,-2.26,22.12
56783144,25,12.40,-2.26,22.34
56844176,25,12.40,-2.26,22.33
56905224,25,12.98,-2.26,22.24
56966264,25,12.98,-2.26,22.28
57027296,25,12.98,-2.26,22.30
57088340,25,12.98,-2.26,22.11
57149372,25,12.98,-2.26,22.31
57210424,25,12.98,-2.26,22.28
57271472,25,12.98,-2.26,22.34
57332492,25,12.98,-2.26,22.31
57393524,25,12.98,-2.26,22.46
57454552,25,12.98,-2.26,22.48
57515588,25,12.98,-0.35,22.29
57576600,25,12.98,1.84,22.41
57637608,25,12.98,0.67,22.38
57698660,25,12.98,-1.83,22.34
57759704,25,12.98,-2.55,22.42
57820760,25,12.98,-2.55,22.53
57881800,25,12.98,-2.55,22.42
57942840,25,12.98,-2.55,22.44
58003888,25,12.98,-2.55,22.53
58064928,25,12.98,-2.04,22.51
58125956,25,12.98,-2.04,22.43
58187000,25,12.98,-2.04,22.52
58248040,25,12.98,-2.04,22.53
58309088,25,12.98,-2.04,22.51
58370132,25,12.98,-2.04,22.57
58431164,25,12.98,-2.04,22.61
58492204,25,12.98,-2.04,22.58
58553224,25,12.98,-2.04,22.49
58614252,25,12.98,-2.04,22.64
58675276,25,12.98,-2.04,22.56
58736300,25,12.98,-2.04,22.56
58797336,25,12.98,-2.04,22.67
58858368,25,12.98,-2.04,22.68
58919416,25,12.98,-2.04,22.76
58980456,25,12.98,-2.04,22.66
59041496,25,12.98,-2.04,22.64
59102536,25,12.98,-2.04,22.68
59163572,25,13.49,-2.04,22.63
59224616,25,13.49,-2.04,22.77
59285652,25,13.49,-2.04,22.91
59346688,25,13.49,-2.04,22.72
59407732,25,13.49,-2.04,22.79
59468772,25,13.49,-2.04,22.79
59529808,25,13.49,-2.04,22.83
59590840,25,13.49,-2.04,22.78
59651860,25,13.49,-2.04,22.95
59712892,25,13.49,-2.04,22.81
59773908,25,13.49,-2.04,22.69
59834952,25,13.49,-2.04,22.86
59895984,25,13.49,-2.04,22.94
59957008,25,13.49,-2.04,22.72
60018044,25,13.49,-2.04,22.80
60079068,25,13.49,-2.04,22.97
60140104,25,13.49,-2.04,22.91
60201128,25,13.49,-2.04,23.04
60262152,25,13.49,-2.04,22.82
60323188,25,13.49,-2.04,22.91
60384212,25,13.49,-2.04,22.84
60445244,25,13.49,-2.04,22.81
60506276,25,13.49,-2.04,22.92
60567304,25,13.49,-2.04,22.79
60628348,25,13.49,-2.04,22.94
60689368,25,13.49,-2.04,22.98
60750400,25,13.49,-2.04,22.85
60811420,25,13.49,-2.04,22.87
60872448,25,13.49,-2.04,22.90
60933488,25,13.49,-2.04,22.92
60994524,25,13.49,-2.04,23.05
61055564,25,13.49,-2.04,23.02
61116604,25,13.49,-2.04,23.05
61177640,25,13.49,-2.04,23.10
61238684,25,13.49,-2.04,22.98
61299724,25,13.49,-2.04,22.96
61360760,25,13.49,-2.04,23.12
61421804,25,13.49,-2.04,23.10
61482852,25,13.49,-2.04,22.98
61543900,25,13.49,-2.04,23.11
61604912,25,14.04,-2.04,23.18
61665932,25,14.04,-2.04,23.05
61726968,25,14.04,-2.04,23.13
61788004,25,14.04,-2.04,23.11
61849052,25,14.04,-2.04,22.98
61910096,25,14.04,-2.04,23.09
61971124,25,14.04,-2.04,23.01
62032164,25,14.04,-2.04,23.14
62093192,25,14.04,-2.04,23.10
62154232,25,14.04,-2.04,23.22
62215272,25,14.04,-2.04,23.23
62276308,25,14.04,-2.04,23.03
62337348,25,14.04,-2.04,23.01
62398384,25,14.04,-2.04,23.15
62459428,25,14.04,-2.04,23.19
62520476,25,14.04,-2.04,23.19
62581516,25,14.04,-2.04,23.19
62642560,25,14.04,-2.04,23.23
62703592,25,14.04,-2.04,23.30
62764640,25,14.04,-2.04,23.16
62825676,25,14.04,-2.04,23.20
62886720,25,14.04,-2.04,23.35
62947760,25,14.04,-2.04,23.17
63008796,25,14.04,-2.04,23.07
63069836,25,14.04,-2.04,23.29
63130884,25,14.04,-2.04,23.25
63191912,25,14.04,-2.04,23.28
63252968,25,14.04,-2.04,23.25
63314004,25,14.04,-2.04,23.18
63375036,25,14.04,-2.04,23.24
63436084,25,14.04,-2.04,23.23
63497124,25,14.04,-2.04,23.33
63558164,25,14.55,-2.04,23.22
63619208,25,14.55,-2.04,23.37
63680248,25,14.55,-2.04,23.12
63741296,25,14.55,-2.04,23.35
63802340,25,14.55,-2.04,23.20
63863388,25,14.55,-2.04,23.45
63924428,25,14.55,-2.04,23.35
63985456,25,14.55,-2.04,23.36
64046496,25,14.55,-2.04,23.30
64107528,25,14.55,-2.04,23.42
64168548,25,14.55,-0.12,23.39
64229588,25,14.55,2.09,23.51
64290624,25,14.55,0.94,23.43
64351668,25,14.55,-1.56,23.33
64412716,25,14.55,-2.26,23.45
64473760,25,14.55,-2.26,23.42
64534808,25,14.55,-1.72,23.48
64595828,25,14.55,-1.72,23.33
64656876,25,14.55,-1.72,23.38
64717924,25,14.55,-1.72,23.57
64778960,25,14.55,-1.72,23.55
64840008,25,14.55,-1.72,23.58
64901044,25,14.55,-1.72,23.58
64962096,25,14.55,-1.72,23.54
65023128,25,14.55,-1.72,23.36
65084152,25,14.55,-1.72,23.56
65145184,25,14.55,-1.72,23.60
65206200,25,14.55,-1.72,23.43
65267240,25,14.55,-1.72,23.63
65328268,25,14.55,-1.72,23.61
65389292,25,14.55,-1.72,23.68
65450324,25,14.55,-1.72,23.55
65511356,25,14.55,-1.72,23.54
65572408,25,14.55,-1.72,23.54
65633448,25,14.55,-1.72,23.65
65694488,25,14.55,-1.72,23.39
65755536,25,14.55,-1.72,23.59
65816568,25,14.55,-1.72,23.52
65877608,25,14.55,-1.72,23.58
65938656,25,15.05,-1.72,23.56
65999684,25,15.05,-1.72,23.70
66060728,25,15.05,-1.72,23.68
66121764,25,15.05,-1.72,23.60
66182796,25,15.05,-1.72,23.55
66243856,25,15.05,-1.72,23.65
66304892,25,15.05,-1.72,23.59
66365940,25,15.05,-1.72,23.70
66426984,25,15.05,-1.72,23.63
66488012,25,15.05,0.01,23.78
66549052,25,15.05,2.23,23.57
66610100,25,15.05,1.07,23.77
66671136,25,15.05,-1.40,23.63
66732188,25,15.05,-2.11,23.65
66793232,25,15.05,-2.11,23.82
66854280,25,15.05,-2.11,23.73
66915316,25,15.05,-2.11,23.75
66976360,25,15.05,-2.11,23.76
67037408,25,15.05,-2.11,23.61
67098440,25,15.05,-2.11,23.80
67159496,25,15.05,-2.11,23.82
67220532,25,15.05,-1.57,23.88
67281568,25,15.05,-1.57,23.83
67342608,25,15.05,-1.57,23.84
67403652,25,15.05,-1.57,23.81
67464696,25,15.05,-1.57,23.86
67525736,25,15.05,-1.57,23.82
67586768,25,15.05,-1.57,23.80
67647816,25,15.05,-1.57,23.78
67708832,25,15.05,-1.57,23.89
67769864,25,15.72,-1.57,23.84
67830900,25,15.72,-1.57,23.74
67891916,25,15.72,-1.57,23.86
67952952,25,15.72,-1.57,23.91
68013972,25,15.72,-1.57,23.77
68075008,25,15.72,-1.57,23.92
68136036,25,15.72,-1.57,23.83
68197064,25,15.72,-1.57,23.84
68258100,25,15.72,-1.57,23.94
68319104,25,15.72,-1.57,23.85
68380136,25,15.72,-1.57,23.79
68441152,25,15.72,-1.57,23.86
68502156,25,15.72,-1.57,23.90
68563184,25,15.72,-1.57,24.00
68624196,25,15.72,-1.57,23.77
68685232,25,15.72,-1.57,23.98
68746268,25,15.72,-1.57,23.90
68807280,25,15.72,-1.57,23.88
68868332,25,15.72,-1.57,23.97
68929376,25,15.72,-1.57,23.98
68990436,25,15.72,-1.57,23.87
69051488,25,15.72,-1.57,24.12
69112524,25,15.72,-1.57,23.89
69173588,25,15.72,-1.57,23.97
69234628,25,15.72,-1.57,24.02
69295672,25,15.72,-1.57,23.99
69356728,25,15.72,-1.57,24.09
69417756,25,15.72,-1.57,24.14
69478812,25,15.72,-1.57,23.94
69539856,25,15.72,-1.57,24.20
69600892,25,15.72,-1.57,23.97
69661956,25,15.72,-1.57,23.95
69722996,25,15.72,-1.57,24.24
69784044,25,15.72,-1.57,24.14
69845084,25,15.72,-1.57,24.21
69906124,25,15.72,-1.57,24.16
69967176,25,15.72,-1.57,24.20
70028224,25,15.72,-1.57,24.11
70089268,25,15.72,-1.57,24.00
70150312,25,15.72,-1.57,24.21
70211356,25,15.72,-1.57,24.14
70272408,25,15.72,-1.57,24.36
70333460,25,15.72,-1.57,24.06
70394496,25,15.72,-1.57,24.25
70455556,25,15.72,-1.57,24.14
70516596,25,15.72,-1.57,24.17
70577660,25,16.25,-1.57,24.32
70638712,25,16.25,-1.57,24.28
70699764,25,16.25,-1.57,24.11
70760820,25,16.25,-1.57,24.20
70821864,25,16.25,-1.57,24.22
70882920,25,16.25,-1.57,24.15
70943980,25,16.25,-1.57,24.21
71005036,25,16.25,-1.57,24.25
71066088,25,16.25,-1.57,24.24
71127136,25,16.25,-1.57,24.27
71188184,25,16.25,-1.57,24.15
71249232,25,16.25,-1.57,24.16
71310284,25,16.25,-1.57,24.21
71371340,25,16.25,-1.57,24.19
71432392,25,16.25,-1.57,24.36
71493436,25,16.25,-1.57,24.26
71554492,25,16.25,-1.57,24.34
71615544,25,16.25,-1.57,24.39
71676588,25,16.25,-1.57,24.40
71737644,25,16.25,-1.57,24.30
71798680,25,16.25,-1.57,24.35
71859736,25,16.25,-1.57,24.30
71920784,25,16.25,-1.57,24.29
71981824,25,16.25,-1.57,24.32
72042876,25,16.25,-1.57,24.28
72103916,25,16.25,-1.57,24.26
72164964,25,16.25,-1.57,24.38
72226012,25,16.25,-1.57,24.45
72287052,25,16.25,-1.57,24.15
72348112,25,16.25,-1.57,24.37
72409160,25,16.25,-1.57,24.31
72470196,25,16.25,-1.57,24.36
72531256,25,16.25,-1.57,24.29
72592296,25,16.25,-1.57,24.32
72653344,25,16.25,-1.57,24.38
72714404,25,16.76,-1.57,24.32
72775432,25,16.76,-1.57,24.50
72836468,25,16.76,-1.57,24.43
72897488,25,16.76,-1.57,24.50
72958528,25,16.76,-1.57,24.47
73019556,25,16.76,-1.57,24.34
73080592,25,16.76,-1.57,24.35
73141632,25,16.76,-1.57,24.50
73202660,25,16.76,-1.57,24.53
73263688,25,16.76,-1.57,24.31
73324716,25,16.76,-1.57,24.34
73385756,25,16.76,-1.57,24.54
73446796,25,16.76,-1.57,24.55
73507820,25,16.76,-1.57,24.50
73568860,25,16.76,-1.57,24.50
73629892,25,16.76,-1.57,24.41
73690920,25,16.76,-1.57,24.32
73751960,25,16.76,0.09,24.52
73812968,25,16.76,2.32,24.60
73874004,25,16.76,1.17,24.51
73935024,25,16.76,-1.32,24.54
73996056,25,16.76,-2.06,24.57
74057108,25,16.76,-2.06,24.66
74118140,25,16.76,-2.06,24.62
74179176,25,16.76,-1.52,24.67
74240204,25,16.76,-1.52,24.69
74301236,25,16.76,-1.52,24.73
74362272,25,16.76,-1.52,24.64
74423304,25,16.76,-0.00,24.76
74484328,25,17.26,2.26,24.48
74545376,25,17.26,1.16,24.69
74606400,25,17.26,-1.31,24.67
74667448,25,17.26,-1.96,24.72
74728480,25,17.26,-1.96,24.75
74789512,25,17.26,-1.96,24.90
74850568,25,17.26,-1.96,24.80
74911608,25,17.26,-1.96,24.71
74972664,25,17.26,-1.96,24.87
75033716,25,17.26,-1.96,24.87
75094764,25,17.26,-1.96,24.79
75155812,25,17.26,-1.96,24.83
75216848,25,17.26,-1.96,24.85
75277908,25,17.26,-1.96,24.96
75338956,25,17.26,-1.96,24.83
75399996,25,17.26,-1.96,24.90
75461060,25,17.26,-1.96,24.57
75522100,25,17.26,-1.96,25.01
75583136,25,17.26,-1.96,24.83
75644204,25,17.26,-1.96,24.82
75705240,25,17.26,-1.96,24.88
75766292,25,17.26,-1.96,24.92
75827340,25,17.26,-1.96,24.87
75888380,25,17.26,-1.96,25.02
75949436,25,17.80,-1.96,24.86
76010488,25,17.80,-1.96,25.05
76071532,25,17.80,-1.96,24.83
76132592,25,17.80,-1.96,25.05
76193624,25,17.80,-1.96,24.97
76254684,25,17.80,-1.96,24.84
76315728,25,17.80,-1.96,24.90
76376776,25,17.80,-1.96,25.13
76437824,25,17.80,-1.96,25.10
76498868,25,17.80,-1.96,25.01
76559920,25,17.80,-1.96,24.83
76620968,25,17.80,-1.96,25.04
76682008,25,17.80,-1.45,25.07
76743056,25,17.80,-1.45,25.09
76804104,25,17.80,-1.45,25.01
76865136,25,17.80,-1.45,25.21
76926196,25,17.80,-1.45,25.11
76987232,25,17.80,-1.45,25.15
77048288,25,17.80,-1.45,25.23
77109332,25,17.80,-1.45,25.24
77170368,25,17.80,-1.45,25.09
77231424,25,17.80,-1.45,25.18
77292468,25,17.80,-1.45,25.05
77353520,25,17.80,-1.45,25.12
77414564,25,17.80,-1.45,25.19
77475604,25,17.80,-1.45,25.13
77536660,25,17.80,-1.45,25.02
77597704,25,17.80,-1.45,25.25
77658748,25,17.80,-1.45,25.15
77719800,25,17.80,-1.45,25.11
77780844,25,17.80,-1.45,25.18
77841908,25,17.80,-1.45,25.11
77902956,25,17.80,-1.45,25.25
77964000,25,17.80,-1.45,25.18
78025052,25,17.80,-1.45,25.16
78086096,25,17.80,-1.45,25.02
78147144,25,17.80,-1.45,25.16
78208192,25,17.80,-1.45,25.20
78269216,25,18.31,-1.45,25.22
78330264,25,18.31,-1.45,25.04
78391308,25,18.31,-1.45,25.25
78452348,25,18.31,-1.45,25.35
78513392,25,18.31,-1.45,25.18
78574432,25,18.31,-1.45,25.21
78635484,25,18.31,-1.45,25.27
78696536,25,18.31,-1.45,25.32
78757572,25,18.31,-1.45,25.26
78818624,25,18.31,-1.45,25.33
78879664,25,18.31,-1.45,25.33
78940712,25,18.31,-1.45,25.45
79001760,25,18.31,-1.45,25.26
79062796,25,18.31,-1.45,25.09
79123848,25,18.31,-1.45,25.27
79184888,25,18.31,-1.45,25.34
79245928,25,18.31,-1.45,25.35
79306988,25,18.31,-1.45,25.37
79368024,25,18.31,-1.45,25.34
79429064,25,18.31,-1.45,25.41
79490092,25,18.31,-1.45,25.38
79551132,25,18.31,-1.45,25.46
79612184,25,18.31,-1.45,25.33
79673212,25,18.31,-1.45,25.38
79734268,25,18.31,-1.45,25.53
79795308,25,18.31,-1.45,25.44
79856344,25,18.31,-1.45,25.48
79917400,25,18.31,-1.45,25.51
79978428,25,18.31,-1.45,25.37
80039484,25,18.31,-1.45,25.38
80100532,25,18.31,-1.45,25.47
80161576,25,18.31,-1.45,25.47
80222612,25,18.31,-1.45,25.53
80283632,25,18.31,-1.45,25.54
80344672,25,18.81,-1.45,25.43
80405704,25,18.81,-1.45,25.56
80466732,25,18.81,-1.45,25.45
80527772,25,18.81,-1.45,25.55
80588816,25,18.81,-1.45,25.58
80649856,25,18.81,-1.45,25.75
80710904,25,18.81,-1.45,25.62
80771936,25,18.81,-1.45,25.81
80832976,25,18.81,-1.45,25.63
80894004,25,18.81,-1.45,25.53
80955028,25,18.81,-1.45,25.55
81016060,25,18.81,-1.45,25.53
81077104,25,18.81,-1.45,25.83
81138156,25,18.81,-1.45,25.69
81199200,25,18.81,-1.45,25.79
81260240,25,18.81,-1.45,25.61
81321284,25,18.81,-1.45,25.76
81382328,25,18.81,-1.45,25.68
81443384,25,18.81,-1.45,25.70
81504428,25,18.81,-1.45,25.70
81565468,25,18.81,-1.45,25.67
81626516,25,18.81,-1.45,25.74
81687560,25,18.81,-1.45,25.85
81748612,25,18.81,-1.45,25.71
81809660,25,18.81,-1.45,25.76
81870708,25,18.81,-1.45,25.73
81931756,25,18.81,-1.45,25.70
81992808,25,18.81,-1.45,25.95
82053836,25,18.81,-1.45,25.71
82114880,25,18.81,-1.45,25.83
82175920,25,18.81,-1.45,25.86
82236976,25,18.81,-1.45,25.90
82298016,25,18.81,-1.45,25.76
82359060,25,18.81,-1.45,25.80
82420116,25,18.81,-1.45,25.87
82481160,25,18.81,-1.45,25.82
82542192,25,18.81,-1.45,25.84
82603232,25,18.81,-1.45,25.89
82664260,25,18.81,-1.45,25.96
82725292,25,18.81,-1.45,25.87
82786324,25,18.81,-1.45,25.84
82847352,25,18.81,-1.45,25.97
82908388,25,18.81,-1.45,25.92
82969404,25,18.81,-1.45,25.94
83030440,25,18.81,-1.45,26.03
83091456,25,18.81,-1.45,25.90
83152492,25,18.81,-1.45,26.04
83213524,25,18.81,-1.45,26.15
83274552,25,18.81,-1.45,25.94
83335588,25,18.81,-1.45,26.18
83396620,25,18.81,-1.45,26.11
83457652,25,18.81,-1.45,26.04
83518700,25,18.81,-1.45,26.10
83579744,25,18.81,-1.45,26.15
83640800,25,18.81,-1.45,26.00
83701848,25,19.32,-1.45,26.17
83762900,25,19.32,-1.45,26.18
83823948,25,19.32,-1.45,26.09
83884996,25,19.32,-1.45,26.16
83946044,25,19.32,-1.45,26.09
84007092,25,19.32,-1.45,26.30
84068128,25,19.32,-1.45,26.16
84129188,25,19.32,-1.45,26.15
84190232,25,19.32,-1.45,26.29
84251268,25,19.32,-1.45,26.23
84312316,25,19.32,-1.45,26.18
84373352,25,19.32,-1.45,26.38
84434412,25,19.32,-1.45,26.33
84495448,25,19.32,-1.45,26.25
84556496,25,19.32,-1.45,26.27
84617548,25,19.32,-1.45,26.21
84678588,25,19.32,-1.45,26.36
84739644,25,19.32,-1.45,26.36
84800696,25,19.32,-1.45,26.39
84861736,25,19.32,-1.45,26.23
84922800,25,19.32,-1.45,26.27
84983848,25,19.32,-1.45,26.39
85044896,25,19.32,-1.45,26.28
85105952,25,19.32,-1.45,26.51
85167000,25,19.32,-1.45,26.29
85228048,25,19.32,-1.45,26.45
85289096,25,19.32,-1.45,26.30
85350136,25,19.32,-1.45,26.31
85411192,25,19.32,-1.45,26.47
85472244,25,19.32,-1.45,26.41
85533284,25,19.32,-1.45,26.38
85594348,25,19.32,-1.45,26.30
85655380,25,19.32,-1.45,26.37
85716420,25,19.32,-1.45,26.42
85777460,25,19.32,-1.45,26.28
85838500,25,19.32,-1.45,26.53
85899552,25,19.32,-1.45,26.50
85960592,25,19.32,-1.45,26.45
86021644,25,19.32,-1.45,26.42
86082680,25,19.32,-1.45,26.49
86143728,25,19.32,-1.45,26.44
86204776,25,19.32,-1.45,26.45
86265816,25,19.32,-0.00,26.46
86326860,25,19.32,2.21,26.38
86387916,25,19.32,1.06,26.48
86448952,25,19.32,-1.47,26.40
86510008,25,19.83,-2.20,26.67
86571068,25,19.83,-2.20,26.63
86632096,25,19.83,-1.68,26.60
86693140,25,19.83,-1.68,26.41
86754184,25,19.83,-1.68,26.50
86815228,25,19.83,-1.68,26.39
86876276,25,19.83,-1.68,26.65
86937316,25,19.83,-1.68,26.59
86998368,25,19.83,-1.68,26.50
87059404,25,19.83,-1.68,26.53
87120452,25,19.83,-1.68,26.54
87181496,25,19.83,-1.68,26.64
87242540,25,19.83,-1.68,26.64
87303584,25,19.83,-1.68,26.57
87364636,25,19.83,-1.68,26.52
87425668,25,19.83,-1.68,26.62
87486724,25,19.83,-1.68,26.74
87547760,25,19.83,-1.68,26.57
87608816,25,19.83,-1.68,26.57
87669860,25,19.83,-1.68,26.69
87730896,25,19.83,-1.68,26.59
87791952,25,19.83,-1.68,26.62
87852984,25,19.83,-1.68,26.54
87914044,25,19.83,-1.68,26.63
87975092,25,19.83,-1.68,26.70
88036144,25,19.83,-1.68,26.59
88097204,25,19.83,-1.68,26.66
88158252,25,19.83,-1.68,26.72
88219284,25,19.83,-1.68,26.65
88280340,25,19.83,-1.68,26.76
88341392,25,19.83,-1.68,26.85
88402452,25,19.83,-1.68,26.70
88463496,25,19.83,-1.68,26.92
88524548,25,19.83,-1.68,26.78
88585604,25,19.83,-1.68,26.66
88646648,25,19.83,-1.68,26.82
88707708,25,19.83,-1.68,26.84
88768764,25,20.35,-1.68,26.71
88829804,25,20.35,-1.68,26.83
88890856,25,20.35,-1.68,26.74
88951888,25,20.35,-1.68,26.88
89012920,25,20.35,-1.68,26.70
89073960,25,20.35,-1.68,26.93
